id,nombre,fecha,segmento,genero,subgenero,recinto_id,ciudad,categoria,subcategoria,banda_precio
LvZ18Q_UxpTD1yZZvZs31,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs32,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs35,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs36,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs38,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs3A,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs3C,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs3G,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs3a,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs3k,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs3o,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_UxpTD1yZZvZs3u,Antarctica Experience,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
Z698xZ2qZ16vOko6F-,Solar Fake,2026-05-01,Music,Alternative,Alternative Rock,Z598xZ2qZkdk1,Barcelona,Música,Indie/Alternativo,medio
Z698xZ2qZ16vq-87pa,Fito & Fitipaldis - Aullidos Tour 25/26,2026-05-01,Music,Rock,Pop,Z598xZ2qZFF6F,Cádiz,Música,Pop/Rock,medio
LvZ18Q_s675Yfv8ZvRshO,Visita Audioguiada Palacio Domecq,2026-05-01,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s678ayc8Zv0bBa,Visita Audioguiada Palacio Domecq,2026-05-01,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67C5UHOZvu3ip,Visita Audioguiada Palacio Domecq,2026-05-01,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67eeVSYZv83-D,Visita Audioguiada Palacio Domecq,2026-05-01,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUsc-,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscL,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscN,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscO,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscQ,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUsch,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscq,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscr,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscx,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18QKTxr84RtOZv8E53,Museo Banksy Madrid,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18QQBqu02p58ZvuHXW,Las Guerreras del Pop Specials: TRIBUTO AL K-POP,2026-05-01,Undefined,,,Z598xZ2qZavFk,Madrid,Música,Pop/Rock,medio
LvZ18QQQTifLx4OZvpS_e,"NOCHES ENCENDIDAS, la música de cerca",2026-05-01,Undefined,,,Z598xZ2qZavFk,Madrid,Música,Pop/Rock,medio
LvZ18QQp1ABeW-YZvSmkL,"BIENVENIDOS,  el musical de los 80 y los 90",2026-05-01,Undefined,,,Z598xZ2qZavFk,Madrid,Arte y Teatro,Musical,medio
LvZ18Qbc8EkDV-ZZv9oiE,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-01,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18Qbc8EkDV-ZZv9oiI,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-01,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18Qbc8EkDV-ZZv9oin,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-01,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18Qbc8EkDV-ZZv9oit,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-01,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18QbcdqblQFYZvhUKM,DINOLANDIA Y EL BOSQUE ENCANTADO: 2 PARQUES EN UNO,2026-05-01,Miscellaneous,Family,Other,Z598xZ2qZae6F,Madrid,Familia y otros,Parques temáticos,medio
LvZ18Qr2r172s9YZvhe3S,"Puzzle, el show que te hará cuestionarte la realidad",2026-05-01,Undefined,,,Z598xZ2qZavd1,Madrid,Arte y Teatro,Magia,medio
LvZ18Qr2rIcPWFYZv4hVr,Un paseo por Madrid,2026-05-01,Undefined,,,Z598xZ2qZavd1,Madrid,Arte y Teatro,Musical,medio
LvZ18Qr2rga6LGZZv5pfl,Noche de pitos,2026-05-01,Undefined,,,Z598xZ2qZavd1,Madrid,Arte y Teatro,Comedia,medio
LvZ18Qr2xx-QUoZZv88PP,Legado del Mediterráneo: Tributo a Nino Bravo y Camilo Sesto,2026-05-01,Undefined,,,Z598xZ2qZavd1,Madrid,Música,Pop/Rock,medio
LvZ18Qre-zllad8Zvr0Yv,IncoModa de Euge Ruiz,2026-05-01,Undefined,,,Z598xZ2qZav7k,Madrid,Arte y Teatro,Comedia,medio
LvZ18Qre0bLbMiOZv74sV,Canta y Gana Party,2026-05-01,Undefined,,,Z598xZ2qZae67,Madrid,Música,Pop/Rock,medio
LvZ18QreNCxJilOZvH4Il,La Piruleta Club,2026-05-01,Undefined,,,Z598xZ2qZae67,Madrid,Arte y Teatro,Comedia,medio
LvZ18QrepPixDUZZvohHb,"VESPERA, cabaret erótico",2026-05-01,Undefined,,,Z598xZ2qZavdk,Madrid,Arte y Teatro,Circo,alto
LvZ18Qrxgu3u0KOZv7fQA,ROCK & ROLL IBERICO,2026-05-01,Undefined,,,Z598xZ2qZav77,Madrid,Música,Pop/Rock,bajo
LvZ18QrxhKEQvpZZvget0,Aquelarre de humor,2026-05-01,Undefined,,,Z598xZ2qZae67,Madrid,Arte y Teatro,Comedia,medio
LvZ18QrWS3vGu0OZvBFgX,Museo Carmen Thyssen Málaga,2026-05-01,Arts & Theatre,Cultural,Cultural,Z598xZ2qZk76e,Málaga,Familia y otros,Visitas Guiadas/Exposiciones,medio
Z698xZ2qZ16vfJo78g,5 Seconds of Summer - UPGRADE ‘BITE THE APPLE’ (entrada no incluida),2026-05-01,Music,Rock,Pop,Z598xZ2qZFk67,Valencia,Música,Pop/Rock,medio
Z698xZ2qZ16vpajYFz,5 Seconds of Summer - Everyone's Star! World Tour,2026-05-01,Music,Rock,Pop,Z598xZ2qZFk67,Valencia,Música,Pop/Rock,alto
Z698xZ2qZ1koFb4uS,5 Seconds of Summer - PIT UPGRADE (entrada no incluida),2026-05-01,Music,Rock,Pop,Z598xZ2qZFk67,Valencia,Música,Pop/Rock,alto
Z698xZ2qZ1kxouEod,5 Seconds of Summer - Everyone's Star! World Tour | VIP Packages,2026-05-01,Music,Rock,Pop,Z598xZ2qZFk67,Valencia,Música,Pop/Rock,alto
LvZ18Q_Ux91CIa8Zvu6u-,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6u0,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6u9,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uE,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uI,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uJ,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uL,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uN,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uO,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uP,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uQ,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6u_,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6ub,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uh,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uj,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6up,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6uq,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6ur,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux91CIa8Zvu6ux,Antarctica Experience,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
Z698xZ2qZ1k-ErKr_,Fito & Fitipaldis - Aullidos Tour 25/26,2026-05-02,Music,Rock,Pop,Z598xZ2qZ761F,Fuengirola,Música,Pop/Rock,medio
Z698xZ2qZ16v4tGdaK,Camela,2026-05-02,Music,World,Flamenco,Z598xZ2qZFAdk,Girona,Música,Flamenco/Rumba,medio
LvZ18Q_s1OxjMJOZv7w5-,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s675Yfv8ZvRsh-,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s678ayc8Zv0bB1,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67C5UHOZvu3i9,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67QAjOYZvfGZ7,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67bW3uYZvUxvw,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67hYfv8ZvRsLy,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67jvsY8ZvZ_YC,Visita Audioguiada Palacio Domecq,2026-05-02,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUsc0,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscE,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscI,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscP,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscc,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUsci,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscl,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscn,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUsct,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18QKTxr84RtOZv8E5K,Museo Banksy Madrid,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18QQBqu02p58ZvuHXX,Las Guerreras del Pop Specials: TRIBUTO AL K-POP,2026-05-02,Undefined,,,Z598xZ2qZavFk,Madrid,Música,Pop/Rock,medio
LvZ18QQQTifLx4OZvpS_d,"NOCHES ENCENDIDAS, la música de cerca",2026-05-02,Undefined,,,Z598xZ2qZavFk,Madrid,Música,Pop/Rock,medio
LvZ18QQp1ABeW-YZvSmkO,"BIENVENIDOS,  el musical de los 80 y los 90",2026-05-02,Undefined,,,Z598xZ2qZavFk,Madrid,Arte y Teatro,Musical,medio
LvZ18Qbc8EkDV-ZZv9oic,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-02,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18Qbc8EkDV-ZZv9oii,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-02,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18Qbc8EkDV-ZZv9oil,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-02,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18Qbc8EkDV-ZZv9oim,Tablao Flamenco 1911: El Tablao Más Antiguo del Mundo,2026-05-02,Music,World,Flamenco,Z598xZ2qZav1k,Madrid,Música,Flamenco/Rumba,alto
LvZ18QbsfmnwCUOZvlWCv,DINOLANDIA Y EL BOSQUE ENCANTADO: 2 PARQUES EN UNO,2026-05-02,Miscellaneous,Family,Other,Z598xZ2qZae6F,Madrid,Familia y otros,Parques temáticos,medio
LvZ18QjmSzi54iOZvPzCi,EL GRAN BINGO DRAG,2026-05-02,Undefined,,,Z598xZ2qZav77,Madrid,Arte y Teatro,Comedia,medio
LvZ18Qr2L6Eo8xZZvoOfK,El psicólogo del Humor,2026-05-02,Undefined,,,Z598xZ2qZavd1,Madrid,Arte y Teatro,Comedia,medio
LvZ18Qr2Lp02s9YZvheKI,¡A todo ritmo! Una comedia musical,2026-05-02,Undefined,,,Z598xZ2qZavd1,Madrid,Arte y Teatro,Musical,medio
LvZ18Qr2Lx72s9YZvhef7,Noche de coños,2026-05-02,Undefined,,,Z598xZ2qZavd1,Madrid,Arte y Teatro,Comedia,medio
LvZ18QreJ2AOpcYZvRq6Y,"Radio Fórmula, la fiesta con los éxitos de los 60 a 00",2026-05-02,Undefined,,,Z598xZ2qZav7k,Madrid,Música,Pop/Rock,medio
LvZ18QrePr6UIOOZvzrlp,CANTA BINGO,2026-05-02,Undefined,,,Z598xZ2qZav7k,Madrid,Música,Pop/Rock,medio
LvZ18QrehnpUpqZZvvifU,"Extasis, Erotic Cabaret Show",2026-05-02,Undefined,,,Z598xZ2qZavdk,Madrid,Arte y Teatro,Ballet/Danza,alto
LvZ18QrepPixDUZZvohH_,"VESPERA, cabaret erótico",2026-05-02,Undefined,,,Z598xZ2qZavdk,Madrid,Arte y Teatro,Circo,alto
LvZ18QrxQb4vtlOZvKl3y,Tarot Comedy,2026-05-02,Undefined,,,Z598xZ2qZae67,Madrid,Arte y Teatro,Comedia,medio
LvZ18QrxTdgTvhZZvVJtP,EL SOL DE MEXICO: TRIBUTO A LUIS MIGUEL,2026-05-02,Undefined,,,Z598xZ2qZav77,Madrid,Música,Latin,medio
LvZ18QrxbCABqq8Zv97AU,Spanish Horror Story,2026-05-02,Undefined,,,Z598xZ2qZae67,Madrid,Arte y Teatro,Comedia,medio
Z698xZ2qZ1kpf_Pbd,Solar Fake,2026-05-02,Music,Alternative,Alternative Rock,Z598xZ2qZe1aF,Madrid,Música,Indie/Alternativo,medio
LvZ18QrWS3vGu0OZvBFgT,Museo Carmen Thyssen Málaga,2026-05-02,Arts & Theatre,Cultural,Cultural,Z598xZ2qZk76e,Málaga,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_Ux9MkT9ZZvwbK1,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbK2,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbK3,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbK5,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbK6,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbK7,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbK8,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKA,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKC,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKF,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKG,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKK,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKZ,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKa,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKd,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKe,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKk,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKo,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKu,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_Ux9MkT9ZZvwbKv,Antarctica Experience,2026-05-03,Miscellaneous,Family,Other,Z598xZ2qZkFee,Barcelona,Familia y otros,Visitas Guiadas/Exposiciones,alto
LvZ18Q_s675Yfv8ZvRshx,Visita Audioguiada Palacio Domecq,2026-05-03,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s678ayc8Zv0bB5,Visita Audioguiada Palacio Domecq,2026-05-03,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67C5UHOZvu3ib,Visita Audioguiada Palacio Domecq,2026-05-03,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q_s67eeVSYZv83-W,Visita Audioguiada Palacio Domecq,2026-05-03,Undefined,,,Z598xZ2qZavF7,Jerez de la Frontera,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscM,Museo Banksy Madrid,2026-05-03,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscR,Museo Banksy Madrid,2026-05-03,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscS,Museo Banksy Madrid,2026-05-03,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscU,Museo Banksy Madrid,2026-05-03,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
LvZ18Q3HOZOf1kOZvUscV,Museo Banksy Madrid,2026-05-03,Arts & Theatre,Cultural,Cultural,Z598xZ2qZF111,Madrid,Familia y otros,Visitas Guiadas/Exposiciones,medio
