interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp,dwell_ms,home_city,synthetic_persona,days_until_event,price_mid
int_0006762,2026-01-31T22:35:56+00:00,user_0063,user_0063_session_013,evt_00899,swipe,left,false,swipe,Music,Rock,Indie_Rock,Bilbao,34.0,50.0,2026-03-14,bilbao_abando_arena,2026-01-31T23:32:56+00:00,1639,Valencia,sports_travel_premium,42,42.0
int_0023340,2026-01-31T22:50:21+00:00,user_0227,user_0227_session_005,evt_00565,swipe,left,false,swipe,Arts_Theatre,Theatre,Drama,Valencia,18.0,46.0,2026-05-22,valencia_mediterraneo_hall,2026-01-31T22:56:21+00:00,2955,Madrid,broad_discovery_flexible,111,32.0
int_0014895,2026-01-31T23:00:41+00:00,user_0151,user_0151_session_003,evt_01091,swipe,left,false,swipe,Family,Circus,Acrobatic,Bilbao,8.0,32.0,2026-03-19,bilbao_abando_arena,2026-01-31T23:45:41+00:00,1165,Madrid,family_weekend_local,47,20.0
int_0022521,2026-01-31T23:01:16+00:00,user_0218,user_0218_session_017,evt_00618,swipe,right,true,chat,Arts_Theatre,Classical,Chamber,Valencia,45.0,69.0,2026-02-07,valencia_ciutat_arena,2026-01-31T23:56:16+00:00,7575,Valencia,broad_discovery_flexible,7,57.0
int_0007712,2026-01-31T23:41:11+00:00,user_0073,user_0073_session_008,evt_00026,swipe,right,true,swipe,Music,Pop,Latin_Pop,Madrid,42.0,78.0,2026-02-07,madrid_distrito_club,2026-02-01T00:27:11+00:00,6224,Barcelona,sports_travel_premium,7,60.0
int_0007808,2026-01-31T23:42:39+00:00,user_0074,user_0074_session_010,evt_00786,swipe,left,false,swipe,Arts_Theatre,Theatre,Drama,Sevilla,37.0,53.0,2026-02-14,sevilla_alameda_club,2026-01-31T23:49:39+00:00,2446,Barcelona,sports_travel_premium,14,45.0
int_0015816,2026-01-31T23:44:32+00:00,user_0160,user_0160_session_020,evt_00917,swipe,right,true,swipe,Music,Pop,Mainstream_Pop,Bilbao,37.0,55.0,2026-05-18,bilbao_abando_arena,2026-02-01T00:41:32+00:00,8384,Madrid,electronic_night_explorer,107,46.0
int_0014920,2026-01-31T23:45:49+00:00,user_0151,user_0151_session_007,evt_00738,swipe,left,false,swipe,Sports,Football,La_Liga,Sevilla,93.0,127.0,2026-02-15,sevilla_alameda_club,2026-02-01T00:32:49+00:00,1332,Madrid,family_weekend_local,15,110.0
int_0014975,2026-01-31T23:59:31+00:00,user_0151,user_0151_session_016,evt_00626,swipe,right,true,swipe,Family,Kids,Interactive_Show,Valencia,18.0,44.0,2026-02-11,valencia_ciutat_arena,2026-02-01T00:57:31+00:00,3773,Madrid,family_weekend_local,11,31.0
int_0020455,2026-02-01T09:01:07+00:00,user_0198,user_0198_session_009,evt_00930,swipe,left,false,swipe,Music,Electronic,House,Bilbao,46.0,74.0,2026-02-15,bilbao_arenal_stage,2026-02-01T09:23:07+00:00,1673,Valencia,electronic_night_explorer,14,60.0
int_0002188,2026-02-01T09:02:44+00:00,user_0020,user_0020_session_004,evt_01245,swipe,right,true,swipe,Arts_Theatre,Theatre,Contemporary,Malaga,18.0,52.0,2026-05-14,malaga_malaga_forum,2026-02-01T09:15:44+00:00,6075,Barcelona,music_local_budget,102,35.0
int_0017756,2026-02-01T09:03:51+00:00,user_0176,user_0176_session_003,evt_00804,swipe,right,true,swipe,Arts_Theatre,Musical,Broadway,Sevilla,58.0,84.0,2026-04-13,sevilla_alameda_club,2026-02-01T09:08:51+00:00,8482,Malaga,electronic_night_explorer,71,71.0
int_0015844,2026-02-01T09:11:56+00:00,user_0161,user_0161_session_003,evt_00445,swipe,left,false,swipe,Family,Exhibition,Immersive,Barcelona,13.0,45.0,2026-05-20,barcelona_montjuic_hall,2026-02-01T09:56:56+00:00,2359,Malaga,electronic_night_explorer,108,29.0
int_0019912,2026-02-01T09:12:21+00:00,user_0193,user_0193_session_018,evt_01293,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Malaga,26.0,58.0,2026-05-18,malaga_malaga_forum,2026-02-01T09:33:21+00:00,1870,Sevilla,electronic_night_explorer,106,42.0
int_0023076,2026-02-01T09:12:42+00:00,user_0223,user_0223_session_018,evt_01045,swipe,right,true,chat,Arts_Theatre,Comedy,Stand_Up,Bilbao,18.0,46.0,2026-05-14,bilbao_abando_arena,2026-02-01T09:40:42+00:00,5322,Sevilla,broad_discovery_flexible,102,32.0
int_0001611,2026-02-01T09:17:25+00:00,user_0015,user_0015_session_002,evt_00922,swipe,right,true,swipe,Music,Pop,Latin_Pop,Bilbao,53.0,79.0,2026-02-15,bilbao_arenal_stage,2026-02-01T09:22:25+00:00,5942,Malaga,music_local_budget,14,66.0
int_0000820,2026-02-01T09:18:40+00:00,user_0008,user_0008_session_007,evt_01154,swipe,right,true,chat,Music,Electronic,House,Malaga,49.0,67.0,2026-02-11,malaga_alcazaba_hall,2026-02-01T09:52:40+00:00,7919,Bilbao,music_local_budget,10,58.0
int_0003727,2026-02-01T09:33:24+00:00,user_0032,user_0032_session_022,evt_00349,swipe,left,false,swipe,Arts_Theatre,Theatre,Contemporary,Barcelona,40.0,54.0,2026-05-15,barcelona_montjuic_hall,2026-02-01T09:38:24+00:00,2190,Sevilla,music_local_budget,103,47.0
int_0007604,2026-02-01T09:36:46+00:00,user_0072,user_0072_session_003,evt_00643,swipe,left,false,swipe,Family,Circus,Acrobatic,Valencia,29.0,49.0,2026-03-15,valencia_mediterraneo_hall,2026-02-01T10:31:46+00:00,906,Bilbao,sports_travel_premium,42,39.0
int_0001603,2026-02-01T09:40:00+00:00,user_0014,user_0014_session_019,evt_00762,swipe,left,false,swipe,Sports,Basketball,EuroLeague,Sevilla,66.0,86.0,2026-02-07,sevilla_alameda_club,2026-02-01T10:02:00+00:00,2487,Valencia,music_local_budget,6,76.0
int_0005472,2026-02-01T09:46:01+00:00,user_0050,user_0050_session_006,evt_00274,swipe,left,false,swipe,Music,Urban,Trap,Barcelona,55.0,71.0,2026-02-15,barcelona_diagonal_arena,2026-02-01T10:27:01+00:00,797,Valencia,sports_travel_premium,14,63.0
int_0021279,2026-02-01T09:50:36+00:00,user_0206,user_0206_session_014,evt_00891,swipe,left,false,swipe,Family,Exhibition,Immersive,Sevilla,8.0,39.0,2026-03-11,sevilla_triana_hall,2026-02-01T10:30:36+00:00,2328,Bilbao,broad_discovery_flexible,38,23.5
int_0004983,2026-02-01T09:53:52+00:00,user_0045,user_0045_session_005,evt_00836,swipe,left,false,swipe,Arts_Theatre,Classical,Symphonic,Sevilla,35.0,47.0,2026-04-19,sevilla_alameda_club,2026-02-01T10:41:52+00:00,2088,Malaga,sports_travel_premium,77,41.0
int_0012455,2026-02-01T10:15:06+00:00,user_0123,user_0123_session_011,evt_00699,swipe,left,false,swipe,Music,Pop,Latin_Pop,Sevilla,31.0,67.0,2026-03-18,sevilla_triana_hall,2026-02-01T11:15:06+00:00,760,Sevilla,family_weekend_local,45,49.0
int_0012827,2026-02-01T10:15:06+00:00,user_0127,user_0127_session_012,evt_00437,swipe,right,true,swipe,Family,Exhibition,Science,Barcelona,25.0,45.0,2026-05-20,barcelona_montjuic_hall,2026-02-01T11:01:06+00:00,2714,Sevilla,family_weekend_local,108,35.0
int_0009808,2026-02-01T10:25:55+00:00,user_0095,user_0095_session_002,evt_01261,swipe,right,true,swipe,Arts_Theatre,Musical,Local_Musical,Malaga,51.0,69.0,2026-05-15,malaga_malaga_forum,2026-02-01T10:48:55+00:00,2976,Madrid,arts_culture_local,103,60.0
int_0002462,2026-02-01T10:28:12+00:00,user_0022,user_0022_session_007,evt_00530,swipe,left,false,swipe,Sports,Basketball,ACB,Valencia,63.0,75.0,2026-02-07,valencia_ciutat_arena,2026-02-01T11:27:12+00:00,2525,Valencia,music_local_budget,6,69.0
int_0013974,2026-02-01T10:30:23+00:00,user_0140,user_0140_session_003,evt_00149,swipe,left,false,chat,Arts_Theatre,Comedy,Stand_Up,Madrid,17.0,35.0,2026-05-19,madrid_river_stage,2026-02-01T11:14:23+00:00,943,Barcelona,family_weekend_local,107,26.0
int_0016543,2026-02-01T10:32:52+00:00,user_0166,user_0166_session_018,evt_00916,swipe,right,true,swipe,Music,Pop,Mainstream_Pop,Bilbao,35.0,61.0,2026-04-14,bilbao_arenal_stage,2026-02-01T11:28:52+00:00,6793,Bilbao,electronic_night_explorer,72,48.0
int_0018140,2026-02-01T10:45:27+00:00,user_0179,user_0179_session_009,evt_01197,swipe,left,false,swipe,Sports,Football,International_Friendly,Malaga,94.0,124.0,2026-05-18,malaga_malaga_forum,2026-02-01T11:02:27+00:00,634,Valencia,electronic_night_explorer,106,109.0
int_0012556,2026-02-01T10:47:43+00:00,user_0124,user_0124_session_013,evt_00875,swipe,left,false,swipe,Family,Circus,Family_Circus,Sevilla,15.0,47.0,2026-03-17,sevilla_triana_hall,2026-02-01T11:46:43+00:00,1132,Sevilla,family_weekend_local,44,31.0
int_0018263,2026-02-01T10:58:53+00:00,user_0180,user_0180_session_010,evt_00355,swipe,left,false,swipe,Arts_Theatre,Musical,Broadway,Barcelona,59.0,73.0,2026-03-18,barcelona_montjuic_hall,2026-02-01T11:35:53+00:00,2118,Valencia,electronic_night_explorer,45,66.0
int_0017137,2026-02-01T10:59:05+00:00,user_0170,user_0170_session_022,evt_00163,swipe,right,true,swipe,Arts_Theatre,Classical,Symphonic,Madrid,51.0,69.0,2026-03-18,madrid_river_stage,2026-02-01T11:43:05+00:00,5153,Bilbao,electronic_night_explorer,45,60.0
int_0000037,2026-02-01T10:59:11+00:00,user_0001,user_0001_session_008,evt_00899,swipe,left,false,swipe,Music,Rock,Indie_Rock,Bilbao,34.0,50.0,2026-03-14,bilbao_abando_arena,2026-02-01T11:47:11+00:00,1855,Barcelona,music_local_budget,41,42.0
int_0001029,2026-02-01T11:02:21+00:00,user_0010,user_0010_session_007,evt_00452,swipe,left,false,swipe,Music,Rock,Indie_Rock,Valencia,34.0,60.0,2026-04-16,valencia_ciutat_arena,2026-02-01T11:31:21+00:00,895,Sevilla,music_local_budget,74,47.0
int_0020192,2026-02-01T11:12:26+00:00,user_0196,user_0196_session_005,evt_00043,swipe,right,true,swipe,Music,Electronic,Techno,Madrid,58.0,92.0,2026-03-17,madrid_river_stage,2026-02-01T11:59:26+00:00,2875,Sevilla,electronic_night_explorer,44,75.0
int_0008575,2026-02-01T11:14:13+00:00,user_0082,user_0082_session_006,evt_00946,swipe,left,false,swipe,Music,Urban,Trap,Bilbao,41.0,63.0,2026-02-10,bilbao_arenal_stage,2026-02-01T11:17:13+00:00,890,Barcelona,arts_culture_local,9,52.0
int_0002831,2026-02-01T11:23:27+00:00,user_0025,user_0025_session_013,evt_00493,swipe,right,true,swipe,Music,Electronic,Techno,Valencia,52.0,66.0,2026-05-19,valencia_mediterraneo_hall,2026-02-01T11:31:27+00:00,6554,Sevilla,music_local_budget,107,59.0
int_0006695,2026-02-01T11:24:20+00:00,user_0063,user_0063_session_002,evt_01218,swipe,left,false,swipe,Sports,Tennis,ATP,Malaga,82.0,96.0,2026-02-07,malaga_alcazaba_hall,2026-02-01T11:35:20+00:00,644,Valencia,sports_travel_premium,6,89.0
int_0007040,2026-02-01T11:37:55+00:00,user_0066,user_0066_session_011,evt_00746,swipe,left,false,swipe,Sports,Football,International_Friendly,Sevilla,95.0,111.0,2026-02-08,sevilla_alameda_club,2026-02-01T12:10:55+00:00,1517,Madrid,sports_travel_premium,7,103.0
int_0021185,2026-02-01T11:39:00+00:00,user_0205,user_0205_session_019,evt_00173,swipe,right,true,chat,Arts_Theatre,Classical,Chamber,Madrid,42.0,66.0,2026-05-19,madrid_river_stage,2026-02-01T12:08:00+00:00,8983,Barcelona,broad_discovery_flexible,107,54.0
int_0009304,2026-02-01T11:39:42+00:00,user_0089,user_0089_session_012,evt_00861,swipe,left,false,swipe,Family,Kids,Storytelling,Sevilla,8.0,23.0,2026-05-14,sevilla_triana_hall,2026-02-01T11:45:42+00:00,690,Sevilla,arts_culture_local,102,15.5
int_0017916,2026-02-01T11:53:50+00:00,user_0177,user_0177_session_014,evt_01155,swipe,right,true,chat,Music,Electronic,House,Malaga,57.0,81.0,2026-03-12,malaga_malaga_forum,2026-02-01T12:36:50+00:00,5930,Barcelona,electronic_night_explorer,39,69.0
int_0007736,2026-02-01T11:57:31+00:00,user_0073,user_0073_session_012,evt_01131,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Malaga,34.0,58.0,2026-03-13,malaga_malaga_forum,2026-02-01T12:47:31+00:00,7636,Barcelona,sports_travel_premium,40,46.0
int_0005428,2026-02-01T11:59:51+00:00,user_0049,user_0049_session_014,evt_00994,swipe,right,true,swipe,Sports,Tennis,ATP,Bilbao,75.0,87.0,2026-02-09,bilbao_arenal_stage,2026-02-01T12:21:51+00:00,8270,Sevilla,sports_travel_premium,8,81.0
int_0006985,2026-02-01T12:06:52+00:00,user_0066,user_0066_session_002,evt_00220,swipe,left,false,swipe,Family,Exhibition,Immersive,Madrid,12.0,28.0,2026-04-16,madrid_distrito_club,2026-02-01T12:12:52+00:00,507,Madrid,sports_travel_premium,74,20.0
int_0010228,2026-02-01T12:07:39+00:00,user_0099,user_0099_session_006,evt_00890,swipe,left,false,swipe,Family,Exhibition,Immersive,Sevilla,15.0,47.0,2026-02-08,sevilla_alameda_club,2026-02-01T13:03:39+00:00,569,Barcelona,arts_culture_local,7,31.0
int_0020575,2026-02-01T12:25:15+00:00,user_0199,user_0199_session_013,evt_00925,swipe,left,false,swipe,Music,Pop,Latin_Pop,Bilbao,28.0,62.0,2026-05-21,bilbao_abando_arena,2026-02-01T12:55:15+00:00,1000,Sevilla,broad_discovery_flexible,109,45.0
int_0014033,2026-02-01T12:33:34+00:00,user_0140,user_0140_session_013,evt_00660,swipe,right,true,swipe,Family,Exhibition,Science,Valencia,8.0,34.0,2026-04-12,valencia_ciutat_arena,2026-02-01T13:04:34+00:00,7053,Barcelona,family_weekend_local,70,21.0
int_0001190,2026-02-01T12:37:44+00:00,user_0011,user_0011_session_012,evt_00547,swipe,right,true,swipe,Sports,Tennis,ATP,Valencia,84.0,106.0,2026-03-14,valencia_mediterraneo_hall,2026-02-01T12:55:44+00:00,6301,Bilbao,music_local_budget,41,95.0
int_0005379,2026-02-01T12:38:07+00:00,user_0049,user_0049_session_006,evt_01180,swipe,left,false,chat,Music,Urban,Hip_Hop,Malaga,41.0,65.0,2026-04-18,malaga_alcazaba_hall,2026-02-01T12:49:07+00:00,925,Sevilla,sports_travel_premium,76,53.0
int_0013552,2026-02-01T12:41:31+00:00,user_0135,user_0135_session_004,evt_00858,swipe,right,true,chat,Family,Kids,Storytelling,Sevilla,8.0,33.0,2026-02-15,sevilla_alameda_club,2026-02-01T13:17:31+00:00,3707,Madrid,family_weekend_local,14,20.5
int_0015247,2026-02-01T12:46:21+00:00,user_0155,user_0155_session_012,evt_00322,swipe,left,false,swipe,Sports,Tennis,ATP,Barcelona,77.0,103.0,2026-02-13,barcelona_diagonal_arena,2026-02-01T13:10:21+00:00,1481,Malaga,family_weekend_local,12,90.0
int_0005361,2026-02-01T12:51:56+00:00,user_0049,user_0049_session_003,evt_00877,swipe,left,false,swipe,Family,Circus,Family_Circus,Sevilla,22.0,58.0,2026-05-16,sevilla_triana_hall,2026-02-01T13:50:56+00:00,2516,Sevilla,sports_travel_premium,104,40.0
int_0014110,2026-02-01T13:01:03+00:00,user_0141,user_0141_session_012,evt_00956,swipe,left,false,swipe,Music,Urban,Hip_Hop,Bilbao,44.0,64.0,2026-04-14,bilbao_arenal_stage,2026-02-01T13:15:03+00:00,538,Malaga,family_weekend_local,72,54.0
int_0004760,2026-02-01T13:01:27+00:00,user_0042,user_0042_session_012,evt_00002,swipe,left,false,swipe,Music,Rock,Indie_Rock,Madrid,30.0,60.0,2026-02-13,madrid_distrito_club,2026-02-01T13:22:27+00:00,377,Valencia,sports_travel_premium,12,45.0
int_0022230,2026-02-01T13:01:30+00:00,user_0215,user_0215_session_016,evt_00237,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Barcelona,42.0,70.0,2026-05-21,barcelona_montjuic_hall,2026-02-01T13:46:30+00:00,2824,Malaga,broad_discovery_flexible,109,56.0
int_0013366,2026-02-01T13:11:09+00:00,user_0133,user_0133_session_005,evt_00485,swipe,left,false,swipe,Music,Electronic,House,Valencia,62.0,78.0,2026-05-15,valencia_mediterraneo_hall,2026-02-01T13:27:09+00:00,708,Sevilla,family_weekend_local,103,70.0
int_0020234,2026-02-01T13:12:36+00:00,user_0196,user_0196_session_012,evt_00476,swipe,right,true,swipe,Music,Pop,Latin_Pop,Valencia,35.0,69.0,2026-04-20,valencia_ciutat_arena,2026-02-01T13:36:36+00:00,3513,Sevilla,electronic_night_explorer,78,52.0
int_0002684,2026-02-01T13:32:53+00:00,user_0024,user_0024_session_006,evt_00226,swipe,right,true,swipe,Music,Rock,Indie_Rock,Barcelona,37.0,49.0,2026-02-13,barcelona_diagonal_arena,2026-02-01T14:03:53+00:00,6172,Barcelona,music_local_budget,12,43.0
int_0020060,2026-02-01T13:53:57+00:00,user_0194,user_0194_session_023,evt_00340,swipe,left,false,swipe,Arts_Theatre,Theatre,Drama,Barcelona,44.0,62.0,2026-04-18,barcelona_diagonal_arena,2026-02-01T14:22:57+00:00,1082,Bilbao,electronic_night_explorer,76,53.0
int_0000028,2026-02-01T13:55:46+00:00,user_0001,user_0001_session_006,evt_00909,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Bilbao,44.0,56.0,2026-05-18,bilbao_abando_arena,2026-02-01T14:46:46+00:00,3029,Barcelona,music_local_budget,106,50.0
int_0013783,2026-02-01T13:59:00+00:00,user_0137,user_0137_session_014,evt_00861,swipe,left,false,swipe,Family,Kids,Storytelling,Sevilla,8.0,23.0,2026-05-14,sevilla_triana_hall,2026-02-01T14:23:00+00:00,2298,Sevilla,family_weekend_local,102,15.5
int_0008888,2026-02-01T14:33:26+00:00,user_0085,user_0085_session_005,evt_00251,swipe,left,false,chat,Music,Pop,Latin_Pop,Barcelona,43.0,73.0,2026-03-14,barcelona_montjuic_hall,2026-02-01T15:25:26+00:00,534,Madrid,arts_culture_local,41,58.0
int_0024081,2026-02-01T14:42:39+00:00,user_0234,user_0234_session_011,evt_00051,swipe,right,true,swipe,Music,Urban,Trap,Madrid,37.0,51.0,2026-03-15,madrid_river_stage,2026-02-01T15:36:39+00:00,7549,Barcelona,broad_discovery_flexible,42,44.0
int_0005703,2026-02-01T14:53:27+00:00,user_0052,user_0052_session_014,evt_00475,swipe,left,false,swipe,Music,Pop,Latin_Pop,Valencia,47.0,83.0,2026-03-14,valencia_mediterraneo_hall,2026-02-01T15:35:27+00:00,898,Sevilla,sports_travel_premium,41,65.0
int_0008813,2026-02-01T14:59:31+00:00,user_0084,user_0084_session_011,evt_01068,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Bilbao,43.0,55.0,2026-04-18,bilbao_arenal_stage,2026-02-01T15:18:31+00:00,1292,Valencia,arts_culture_local,76,49.0
int_0009164,2026-02-01T15:00:39+00:00,user_0088,user_0088_session_007,evt_00589,swipe,right,true,swipe,Arts_Theatre,Musical,Local_Musical,Valencia,53.0,71.0,2026-05-15,valencia_mediterraneo_hall,2026-02-01T15:25:39+00:00,6095,Malaga,arts_culture_local,103,62.0
int_0019959,2026-02-01T15:04:05+00:00,user_0194,user_0194_session_007,evt_01117,swipe,left,false,swipe,Family,Exhibition,Immersive,Bilbao,27.0,41.0,2026-05-17,bilbao_abando_arena,2026-02-01T15:44:05+00:00,1983,Bilbao,electronic_night_explorer,105,34.0
int_0008042,2026-02-01T15:17:11+00:00,user_0076,user_0076_session_019,evt_00106,swipe,right,true,swipe,Sports,Tennis,Exhibition,Madrid,83.0,99.0,2026-02-09,madrid_distrito_club,2026-02-01T15:23:11+00:00,3678,Barcelona,sports_travel_premium,8,91.0
int_0004270,2026-02-01T15:23:37+00:00,user_0037,user_0037_session_019,evt_00821,swipe,left,false,swipe,Arts_Theatre,Comedy,Stand_Up,Sevilla,27.0,45.0,2026-05-17,sevilla_triana_hall,2026-02-01T15:57:37+00:00,688,Barcelona,music_local_budget,105,36.0
int_0015476,2026-02-01T15:37:13+00:00,user_0157,user_0157_session_022,evt_00925,swipe,right,true,swipe,Music,Pop,Latin_Pop,Bilbao,28.0,62.0,2026-05-21,bilbao_abando_arena,2026-02-01T16:26:13+00:00,3172,Madrid,electronic_night_explorer,109,45.0
int_0019785,2026-02-01T15:41:40+00:00,user_0192,user_0192_session_019,evt_00549,swipe,left,false,swipe,Sports,Tennis,ATP,Valencia,67.0,103.0,2026-05-18,valencia_mediterraneo_hall,2026-02-01T15:55:40+00:00,2021,Bilbao,electronic_night_explorer,106,85.0
int_0000642,2026-02-01T15:55:39+00:00,user_0006,user_0006_session_013,evt_00578,swipe,right,true,swipe,Arts_Theatre,Musical,Broadway,Valencia,49.0,63.0,2026-02-15,valencia_ciutat_arena,2026-02-01T16:20:39+00:00,4164,Barcelona,music_local_budget,14,56.0
int_0021082,2026-02-01T16:11:11+00:00,user_0205,user_0205_session_002,evt_01098,swipe,right,true,swipe,Family,Circus,Family_Circus,Bilbao,14.0,30.0,2026-02-07,bilbao_arenal_stage,2026-02-01T16:32:11+00:00,9056,Barcelona,broad_discovery_flexible,6,22.0
int_0005160,2026-02-01T16:16:46+00:00,user_0047,user_0047_session_002,evt_00469,swipe,left,false,chat,Music,Pop,Mainstream_Pop,Valencia,32.0,68.0,2026-05-18,valencia_mediterraneo_hall,2026-02-01T16:33:46+00:00,1261,Madrid,sports_travel_premium,106,50.0
int_0014230,2026-02-01T16:23:04+00:00,user_0143,user_0143_session_009,evt_00533,swipe,left,false,swipe,Sports,Basketball,ACB,Valencia,58.0,86.0,2026-05-22,valencia_mediterraneo_hall,2026-02-01T16:33:04+00:00,1289,Valencia,family_weekend_local,110,72.0
int_0004453,2026-02-01T16:29:33+00:00,user_0039,user_0039_session_010,evt_00941,swipe,right,true,swipe,Music,Electronic,Techno,Bilbao,72.0,88.0,2026-05-20,bilbao_abando_arena,2026-02-01T16:57:33+00:00,6312,Madrid,music_local_budget,108,80.0
int_0011071,2026-02-01T16:34:58+00:00,user_0107,user_0107_session_017,evt_00620,swipe,right,true,swipe,Arts_Theatre,Classical,Chamber,Valencia,22.0,58.0,2026-04-18,valencia_ciutat_arena,2026-02-01T16:45:58+00:00,3567,Sevilla,arts_culture_local,76,40.0
int_0008338,2026-02-01T16:42:55+00:00,user_0079,user_0079_session_018,evt_01061,swipe,right,true,chat,Arts_Theatre,Classical,Symphonic,Bilbao,37.0,63.0,2026-05-19,bilbao_abando_arena,2026-02-01T17:22:55+00:00,8066,Sevilla,arts_culture_local,107,50.0
int_0019614,2026-02-01T16:49:50+00:00,user_0191,user_0191_session_009,evt_00493,swipe,left,false,swipe,Music,Electronic,Techno,Valencia,52.0,66.0,2026-05-19,valencia_mediterraneo_hall,2026-02-01T17:28:50+00:00,797,Sevilla,electronic_night_explorer,107,59.0
int_0024400,2026-02-01T17:09:06+00:00,user_0237,user_0237_session_017,evt_01115,swipe,left,false,chat,Family,Exhibition,Immersive,Bilbao,12.0,26.0,2026-03-18,bilbao_abando_arena,2026-02-01T18:02:06+00:00,1739,Valencia,broad_discovery_flexible,45,19.0
int_0002544,2026-02-01T17:19:25+00:00,user_0023,user_0023_session_002,evt_01034,swipe,right,true,swipe,Arts_Theatre,Musical,Local_Musical,Bilbao,57.0,71.0,2026-02-09,bilbao_arenal_stage,2026-02-01T17:28:25+00:00,6941,Sevilla,music_local_budget,8,64.0
int_0022001,2026-02-01T17:26:14+00:00,user_0213,user_0213_session_010,evt_00403,swipe,left,false,chat,Family,Kids,Interactive_Show,Barcelona,19.0,41.0,2026-03-11,barcelona_montjuic_hall,2026-02-01T17:55:14+00:00,2380,Madrid,broad_discovery_flexible,38,30.0
int_0008965,2026-02-01T17:50:19+00:00,user_0086,user_0086_session_002,evt_00165,swipe,left,false,chat,Arts_Theatre,Classical,Symphonic,Madrid,30.0,42.0,2026-05-14,madrid_river_stage,2026-02-01T18:15:19+00:00,533,Bilbao,arts_culture_local,102,36.0
int_0005740,2026-02-01T17:53:31+00:00,user_0053,user_0053_session_004,evt_00733,swipe,left,false,swipe,Music,Urban,Hip_Hop,Sevilla,31.0,67.0,2026-05-14,sevilla_triana_hall,2026-02-01T17:59:31+00:00,1816,Valencia,sports_travel_premium,102,49.0
int_0005913,2026-02-01T17:53:31+00:00,user_0055,user_0055_session_007,evt_01148,swipe,right,true,swipe,Music,Pop,Latin_Pop,Malaga,46.0,70.0,2026-04-15,malaga_alcazaba_hall,2026-02-01T18:02:31+00:00,6753,Sevilla,sports_travel_premium,73,58.0
int_0017887,2026-02-01T17:54:47+00:00,user_0177,user_0177_session_009,evt_00923,swipe,left,false,swipe,Music,Pop,Latin_Pop,Bilbao,47.0,61.0,2026-03-13,bilbao_abando_arena,2026-02-01T18:11:47+00:00,1051,Barcelona,electronic_night_explorer,40,54.0
int_0018037,2026-02-01T17:56:50+00:00,user_0178,user_0178_session_013,evt_00690,swipe,left,false,swipe,Music,Pop,Mainstream_Pop,Sevilla,46.0,82.0,2026-02-12,sevilla_alameda_club,2026-02-01T18:37:50+00:00,463,Barcelona,electronic_night_explorer,11,64.0
int_0014234,2026-02-01T17:58:31+00:00,user_0143,user_0143_session_009,evt_01068,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Bilbao,43.0,55.0,2026-04-18,bilbao_arenal_stage,2026-02-01T18:35:31+00:00,1736,Valencia,family_weekend_local,76,49.0
int_0022974,2026-02-01T18:11:08+00:00,user_0222,user_0222_session_021,evt_01077,swipe,left,false,swipe,Family,Kids,Interactive_Show,Bilbao,26.0,48.0,2026-05-14,bilbao_abando_arena,2026-02-01T19:07:08+00:00,940,Sevilla,broad_discovery_flexible,102,37.0
int_0022995,2026-02-01T18:38:58+00:00,user_0223,user_0223_session_005,evt_00757,swipe,right,true,chat,Sports,Basketball,ACB,Sevilla,70.0,96.0,2026-05-22,sevilla_triana_hall,2026-02-01T19:33:58+00:00,5735,Sevilla,broad_discovery_flexible,110,83.0
int_0009379,2026-02-01T18:45:07+00:00,user_0090,user_0090_session_012,evt_00859,swipe,right,true,swipe,Family,Kids,Storytelling,Sevilla,27.0,39.0,2026-03-15,sevilla_triana_hall,2026-02-01T19:19:07+00:00,8574,Bilbao,arts_culture_local,42,33.0
int_0009039,2026-02-01T18:47:43+00:00,user_0086,user_0086_session_014,evt_01277,swipe,left,false,chat,Arts_Theatre,Comedy,Improvised,Malaga,24.0,50.0,2026-05-19,malaga_malaga_forum,2026-02-01T19:04:43+00:00,2898,Bilbao,arts_culture_local,107,37.0
int_0011720,2026-02-01T18:50:40+00:00,user_0115,user_0115_session_003,evt_00034,swipe,left,false,swipe,Music,Electronic,House,Madrid,62.0,94.0,2026-02-12,madrid_distrito_club,2026-02-01T19:18:40+00:00,2697,Sevilla,arts_culture_local,11,78.0
int_0003341,2026-02-01T18:51:58+00:00,user_0029,user_0029_session_024,evt_00413,swipe,left,false,swipe,Family,Kids,Storytelling,Barcelona,22.0,44.0,2026-05-21,barcelona_montjuic_hall,2026-02-01T19:43:58+00:00,786,Barcelona,music_local_budget,109,33.0
int_0014743,2026-02-01T18:55:08+00:00,user_0149,user_0149_session_012,evt_00659,swipe,right,true,swipe,Family,Exhibition,Science,Valencia,8.0,32.0,2026-03-12,valencia_mediterraneo_hall,2026-02-01T19:48:08+00:00,8240,Valencia,family_weekend_local,39,20.0
