user_id,home_city,synthetic_persona,target_activity,target_price,price_tolerance,lead_mean,lead_tolerance,city_loyalty,context_chat_share,dwell_multiplier,exploration_factor,like_bias
user_0223,Sevilla,broad_discovery_flexible,107,64.0,38.0,20.0,19.0,0.582095,0.202533,0.978189,0.331773,0.055667
user_0224,Malaga,broad_discovery_flexible,84,53.0,42.0,19.0,18.0,0.653056,0.218085,1.097904,0.295629,0.070573
user_0225,Malaga,broad_discovery_flexible,78,58.0,47.0,27.0,18.0,0.671131,0.183112,1.060845,0.384747,0.022893
user_0226,Malaga,broad_discovery_flexible,75,55.0,40.0,20.0,15.0,0.587688,0.203094,0.957066,0.298861,0.030935
user_0227,Madrid,broad_discovery_flexible,100,48.0,37.0,23.0,21.0,0.649261,0.195076,1.056592,0.354338,0.0498
user_0228,Barcelona,broad_discovery_flexible,91,61.0,37.0,22.0,18.0,0.598904,0.14277,1.050279,0.32749,0.025044
user_0229,Malaga,broad_discovery_flexible,92,60.0,47.0,29.0,18.0,0.662065,0.149293,1.056953,0.334206,0.059237
user_0230,Valencia,broad_discovery_flexible,75,63.0,40.0,19.0,15.0,0.637468,0.197491,1.06964,0.305391,0.07679
user_0231,Sevilla,broad_discovery_flexible,118,51.0,44.0,25.0,18.0,0.585491,0.175584,1.056983,0.369523,0.020655
user_0232,Valencia,broad_discovery_flexible,119,58.0,37.0,24.0,21.0,0.624046,0.205334,0.963273,0.356878,0.038873
user_0233,Sevilla,broad_discovery_flexible,109,53.0,43.0,24.0,15.0,0.617637,0.167401,1.094701,0.388775,0.065285
user_0234,Barcelona,broad_discovery_flexible,99,61.0,45.0,25.0,21.0,0.66029,0.164952,1.08279,0.290788,0.053054
user_0235,Barcelona,broad_discovery_flexible,81,48.0,41.0,25.0,22.0,0.591757,0.142022,0.966616,0.373274,0.034042
user_0236,Malaga,broad_discovery_flexible,107,49.0,37.0,23.0,18.0,0.620325,0.183954,0.972422,0.366281,0.054309
user_0237,Valencia,broad_discovery_flexible,114,51.0,45.0,25.0,21.0,0.64752,0.156943,1.002931,0.368533,0.028559
user_0238,Barcelona,broad_discovery_flexible,90,63.0,43.0,20.0,17.0,0.608062,0.167691,0.959048,0.346718,0.044714
user_0239,Malaga,broad_discovery_flexible,105,63.0,43.0,27.0,14.0,0.611161,0.16205,1.075069,0.309126,0.064965
user_0240,Madrid,broad_discovery_flexible,125,56.0,44.0,20.0,22.0,0.696415,0.174113,0.990307,0.389865,0.05253
