interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp
int_0002009,2026-04-05T07:50:56,user_032,sess_00175,event_00625,swipe,left,False,map,Family,Circus,Animal-Free,Madrid,11.41,95.15,2026-05-15,venue_madrid_065,2026-04-05T07:51:40
int_0002010,2026-04-06T07:25:34,user_032,sess_00176,event_01266,swipe,left,False,discover,Family,Theme Park,Season Pass,Madrid,49.75,93.34,2026-07-27,venue_madrid_044,2026-04-06T07:27:33
int_0002011,2026-04-06T14:11:43,user_032,sess_00179,event_00087,swipe,right,True,discover,Music,Electronic,Techno,Barcelona,56.56,117.85,2026-07-14,venue_barcelona_044,2026-04-06T14:12:22
int_0002012,2026-04-07T05:09:30,user_032,sess_00178,event_01161,swipe,right,True,discover,Music,Electronic,EDM,Madrid,42.55,99.41,2026-05-10,venue_madrid_014,2026-04-07T05:12:13
int_0002013,2026-04-08T14:43:53,user_032,sess_00176,event_00738,swipe,right,True,discover,Music,Electronic,Techno,Madrid,50.93,88.59,2026-05-04,venue_madrid_064,2026-04-08T14:44:43
int_0002014,2026-04-09T11:46:50,user_032,sess_00177,event_00538,swipe,right,True,discover,Music,Urban,Hip-Hop,Madrid,44.61,80.65,2026-04-27,venue_madrid_020,2026-04-09T11:50:08
int_0002015,2026-04-10T18:26:00,user_032,sess_00175,event_01038,swipe,left,False,map,Sports,Basketball,Friendly,Madrid,40.33,102.23,2026-07-26,venue_madrid_025,2026-04-10T18:26:46
int_0002016,2026-04-11T21:23:31,user_032,sess_00176,event_00067,swipe,right,True,map,Music,Electronic,EDM,Madrid,56.36,102.89,2026-06-22,venue_madrid_053,2026-04-11T21:26:34
int_0002017,2026-04-12T08:02:09,user_032,sess_00177,event_01325,swipe,left,False,discover,Arts & Theatre,Classical,Opera,Madrid,57.76,124.36,2026-06-12,venue_madrid_051,2026-04-12T08:05:20
int_0002018,2026-04-12T18:19:43,user_032,sess_00176,event_00495,swipe,right,True,map,Music,Electronic,Techno,Madrid,48.03,113.19,2026-08-06,venue_madrid_044,2026-04-12T18:23:31
int_0002019,2026-04-13T22:50:31,user_032,sess_00178,event_00598,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Madrid,43.02,62.68,2026-07-23,venue_madrid_007,2026-04-13T22:52:36
int_0002020,2026-04-14T16:55:07,user_032,sess_00177,event_00032,swipe,left,False,discover,Arts & Theatre,Classical,Symphonic,Madrid,48.68,119.7,2026-06-25,venue_madrid_032,2026-04-14T16:57:52
int_0002021,2026-04-15T15:12:08,user_032,sess_00180,event_00284,swipe,right,True,planner,Music,Rock,Classic Rock,Madrid,21.84,84.84,2026-06-23,venue_madrid_026,2026-04-15T15:14:56
int_0002022,2026-04-16T21:49:34,user_032,sess_00177,event_00838,swipe,right,True,discover,Music,Jazz,Smooth Jazz,Madrid,40.31,57.86,2026-06-25,venue_madrid_019,2026-04-16T21:52:25
int_0002023,2026-04-17T02:47:24,user_032,sess_00175,event_01297,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,30.57,88.28,2026-08-21,venue_madrid_037,2026-04-17T02:50:55
int_0002024,2026-04-17T18:23:42,user_032,sess_00179,event_01320,swipe,right,True,discover,Music,Pop,Mainstream Pop,Madrid,64.1,143.98,2026-05-12,venue_madrid_052,2026-04-17T18:24:16
int_0002025,2026-04-18T13:00:47,user_032,sess_00173,event_01392,swipe,right,True,discover,Music,Electronic,EDM,Madrid,62.62,117.43,2026-05-10,venue_madrid_056,2026-04-18T13:04:42
int_0002026,2026-04-19T04:55:36,user_032,sess_00176,event_00538,swipe,right,True,discover,Music,Urban,Hip-Hop,Madrid,44.61,80.65,2026-04-27,venue_madrid_020,2026-04-19T04:57:47
int_0002027,2026-04-20T10:27:30,user_032,sess_00179,event_01471,swipe,right,True,planner,Music,Urban,Trap,Madrid,52.05,127.56,2026-06-12,venue_madrid_038,2026-04-20T10:30:37
int_0002028,2026-04-21T19:37:36,user_032,sess_00179,event_00915,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,45.53,82.67,2026-07-16,venue_madrid_017,2026-04-21T19:40:28
int_0002029,2026-04-22T15:26:29,user_032,sess_00176,event_01113,swipe,right,True,planner,Music,Electronic,EDM,Madrid,71.89,117.14,2026-07-22,venue_madrid_055,2026-04-22T15:30:02
int_0002030,2026-04-23T14:06:57,user_032,sess_00176,event_01026,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,44.35,107.19,2026-05-11,venue_madrid_011,2026-04-23T14:10:05
int_0002031,2026-04-24T09:08:47,user_032,sess_00177,event_00481,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,49.34,61.92,2026-08-18,venue_madrid_006,2026-04-24T09:10:18
int_0002032,2026-04-25T07:28:29,user_032,sess_00180,event_01477,swipe,left,False,discover,Music,Urban,Reggaeton,Madrid,55.11,71.01,2026-07-13,venue_madrid_047,2026-04-25T07:31:04
int_0002033,2026-04-25T07:49:32,user_032,sess_00177,event_01318,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,16.2,101.31,2026-08-12,venue_madrid_005,2026-04-25T07:51:05
int_0002034,2026-04-25T06:06:46,user_032,sess_00176,event_00864,swipe,right,True,discover,Music,Jazz,Big Band,Madrid,49.35,57.78,2026-06-03,venue_madrid_058,2026-04-25T06:10:25
int_0002035,2026-04-25T03:48:18,user_032,sess_00176,event_01126,swipe,left,False,discover,Music,Urban,Trap,Madrid,49.01,138.55,2026-05-15,venue_madrid_010,2026-04-25T03:49:58
int_0002036,2026-04-25T00:58:57,user_032,sess_00175,event_00481,swipe,right,True,planner,Music,Jazz,Fusion,Madrid,49.34,61.92,2026-08-18,venue_madrid_006,2026-04-25T01:01:31
int_0002037,2026-04-25T11:35:57,user_032,sess_00173,event_01136,swipe,right,True,map,Family,Magic,Stage Magic,Madrid,46.45,59.57,2026-07-11,venue_madrid_005,2026-04-25T11:37:48
int_0002038,2026-04-25T07:02:23,user_032,sess_00176,event_00872,swipe,right,True,planner,Music,Rock,Alternative Rock,Valencia,22.06,55.06,2026-05-15,venue_valencia_067,2026-04-25T07:05:42
int_0002039,2026-04-25T04:26:19,user_032,sess_00180,event_00503,swipe,right,True,discover,Music,Rock,Alternative Rock,Madrid,19.34,51.47,2026-07-06,venue_madrid_014,2026-04-25T04:28:10
int_0002040,2026-04-25T08:29:18,user_032,sess_00176,event_00058,swipe,left,False,discover,Arts & Theatre,Dance,Flamenco,Sevilla,25.83,92.98,2026-05-28,venue_sevilla_040,2026-04-25T08:32:08
int_0002041,2026-04-25T03:24:38,user_032,sess_00178,event_00597,swipe,right,True,map,Music,Rock,Classic Rock,Barcelona,41.37,121.89,2026-06-02,venue_barcelona_025,2026-04-25T03:28:12
int_0002042,2026-04-25T03:04:10,user_032,sess_00180,event_00582,swipe,right,True,map,Music,Jazz,Big Band,Valencia,70.34,103.34,2026-05-27,venue_valencia_006,2026-04-25T03:05:34
int_0002043,2026-04-25T10:56:43,user_032,sess_00179,event_00697,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,36.85,62.04,2026-07-17,venue_madrid_007,2026-04-25T11:00:32
int_0002044,2026-04-25T02:12:59,user_032,sess_00176,event_00209,swipe,right,True,planner,Music,Electronic,Techno,Madrid,55.87,75.14,2026-05-08,venue_madrid_061,2026-04-25T02:14:43
int_0002045,2026-04-25T11:18:24,user_032,sess_00173,event_01196,swipe,right,True,discover,Music,Pop,Synth Pop,Madrid,32.64,73.66,2026-05-20,venue_madrid_055,2026-04-25T11:20:51
int_0002046,2026-04-25T02:42:20,user_032,sess_00175,event_00792,swipe,right,True,discover,Music,Jazz,Big Band,Barcelona,62.06,81.94,2026-08-16,venue_barcelona_036,2026-04-25T02:44:04
int_0002047,2026-04-25T07:20:00,user_032,sess_00175,event_00277,swipe,right,True,map,Music,Rock,Alternative Rock,Madrid,37.45,83.42,2026-06-22,venue_madrid_029,2026-04-25T07:20:17
int_0002048,2026-04-25T08:30:40,user_032,sess_00178,event_00525,swipe,right,True,map,Music,Electronic,EDM,Madrid,38.82,54.66,2026-05-17,venue_madrid_027,2026-04-25T08:33:11
int_0002049,2026-04-25T03:11:02,user_032,sess_00177,event_00826,swipe,left,False,discover,Arts & Theatre,Dance,Ballet,Madrid,28.11,85.34,2026-06-25,venue_madrid_050,2026-04-25T03:14:48
int_0002050,2026-04-25T08:36:03,user_032,sess_00174,event_00446,swipe,right,True,map,Music,Pop,Mainstream Pop,Madrid,34.83,101.02,2026-04-26,venue_madrid_033,2026-04-25T08:39:32
int_0002051,2026-04-25T03:34:37,user_032,sess_00179,event_01350,swipe,right,True,discover,Music,Pop,Synth Pop,Valencia,52.93,101.13,2026-07-12,venue_valencia_061,2026-04-25T03:34:49
int_0002052,2026-04-25T01:51:32,user_032,sess_00176,event_01046,swipe,right,True,discover,Music,Electronic,EDM,Valencia,74.17,147.64,2026-06-21,venue_valencia_024,2026-04-25T01:53:15
int_0002053,2026-04-25T06:41:17,user_032,sess_00173,event_00645,swipe,right,True,map,Music,Pop,Synth Pop,Valencia,73.95,110.18,2026-07-26,venue_valencia_056,2026-04-25T06:43:21
int_0002054,2026-04-25T02:16:20,user_032,sess_00173,event_00267,swipe,right,True,discover,Music,Electronic,House,Madrid,19.62,48.26,2026-08-04,venue_madrid_062,2026-04-25T02:18:39
int_0002055,2026-04-25T10:54:45,user_032,sess_00179,event_00146,swipe,right,True,discover,Music,Urban,Trap,Madrid,32.75,105.38,2026-05-05,venue_madrid_020,2026-04-25T10:57:14
int_0002056,2026-04-25T05:05:34,user_032,sess_00173,event_00906,swipe,right,True,map,Music,Rock,Classic Rock,Madrid,41.93,50.35,2026-07-03,venue_madrid_054,2026-04-25T05:08:06
int_0002057,2026-04-25T06:05:25,user_032,sess_00174,event_00866,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,29.86,64.74,2026-07-29,venue_madrid_067,2026-04-25T06:08:10
int_0002058,2026-04-25T01:48:16,user_032,sess_00175,event_00515,swipe,right,True,map,Music,Electronic,House,Barcelona,66.26,97.19,2026-06-11,venue_barcelona_048,2026-04-25T01:51:53
int_0002059,2026-04-25T08:29:02,user_032,sess_00174,event_01088,swipe,left,False,discover,Sports,Basketball,EuroLeague,Madrid,66.94,89.38,2026-05-19,venue_madrid_059,2026-04-25T08:32:31
int_0002060,2026-04-25T01:32:29,user_032,sess_00175,event_00728,swipe,right,True,planner,Music,Jazz,Smooth Jazz,Barcelona,36.44,71.2,2026-06-22,venue_barcelona_029,2026-04-25T01:32:40
int_0002061,2026-04-25T07:38:29,user_032,sess_00174,event_01184,swipe,right,True,planner,Music,Pop,Mainstream Pop,Sevilla,26.47,108.46,2026-05-07,venue_sevilla_022,2026-04-25T07:41:33
int_0002062,2026-04-25T01:14:39,user_032,sess_00179,event_00906,swipe,left,False,discover,Music,Rock,Classic Rock,Madrid,41.93,50.35,2026-07-03,venue_madrid_054,2026-04-25T01:18:01
int_0002063,2026-04-25T04:53:49,user_032,sess_00176,event_00034,swipe,left,False,planner,Family,Kids,Puppets,Madrid,33.44,116.67,2026-05-02,venue_madrid_060,2026-04-25T04:55:39
int_0002064,2026-04-25T02:01:20,user_032,sess_00174,event_00419,swipe,right,True,discover,Music,Rock,Indie Rock,Madrid,49.14,93.07,2026-08-06,venue_madrid_062,2026-04-25T02:01:52
int_0002065,2026-04-25T04:41:44,user_032,sess_00176,event_01467,swipe,right,True,map,Music,Pop,Mainstream Pop,Madrid,37.8,80.24,2026-04-26,venue_madrid_003,2026-04-25T04:43:08
int_0002066,2026-04-25T09:20:45,user_032,sess_00175,event_00962,swipe,right,True,discover,Music,Pop,Latin Pop,Madrid,41.52,53.44,2026-05-23,venue_madrid_069,2026-04-25T09:22:13
int_0002067,2026-04-25T03:33:11,user_032,sess_00174,event_01198,swipe,right,True,map,Music,Pop,Latin Pop,Madrid,67.96,133.32,2026-05-24,venue_madrid_036,2026-04-25T03:34:55
int_0002068,2026-04-25T11:13:07,user_032,sess_00178,event_00615,swipe,left,False,discover,Arts & Theatre,Classical,Symphonic,Madrid,62.88,136.44,2026-07-29,venue_madrid_016,2026-04-25T11:16:30
int_0002069,2026-04-25T01:19:13,user_032,sess_00177,event_00924,swipe,right,True,map,Music,Rock,Indie Rock,Madrid,30.72,53.01,2026-08-17,venue_madrid_029,2026-04-25T01:22:25
int_0002070,2026-04-25T10:46:24,user_032,sess_00174,event_00126,swipe,right,True,discover,Arts & Theatre,Theatre,Drama,Madrid,16.89,61.23,2026-07-21,venue_madrid_007,2026-04-25T10:50:00
int_0002071,2026-04-25T11:38:31,user_032,sess_00177,event_00780,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,60.81,83.62,2026-07-20,venue_madrid_059,2026-04-25T11:41:59
int_0002072,2026-04-25T00:39:50,user_032,sess_00173,event_01084,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Madrid,20.02,101.68,2026-07-27,venue_madrid_034,2026-04-25T00:42:23
int_0002073,2026-04-25T09:11:49,user_032,sess_00173,event_00848,swipe,left,False,discover,Music,Pop,Synth Pop,Sevilla,63.41,99.1,2026-04-30,venue_sevilla_065,2026-04-25T09:12:26
int_0002074,2026-04-25T04:11:36,user_032,sess_00178,event_00712,swipe,right,True,discover,Music,Pop,Latin Pop,Madrid,17.45,55.5,2026-07-14,venue_madrid_060,2026-04-25T04:15:14
int_0002075,2026-04-25T01:27:44,user_032,sess_00179,event_00885,swipe,left,False,map,Music,Pop,Latin Pop,Barcelona,71.49,153.25,2026-06-13,venue_barcelona_034,2026-04-25T01:28:09
int_0002076,2026-04-25T03:55:56,user_032,sess_00179,event_00304,swipe,right,True,discover,Music,Electronic,EDM,Barcelona,36.63,51.39,2026-07-18,venue_barcelona_012,2026-04-25T03:58:26
int_0002077,2026-01-28T16:21:14,user_033,sess_00181,event_01056,swipe,right,True,discover,Music,Rock,Indie Rock,Barcelona,15.53,58.86,2026-06-10,venue_barcelona_052,2026-01-28T16:22:57
int_0002078,2026-01-30T02:28:24,user_033,sess_00182,event_01048,swipe,right,True,discover,Music,Pop,Latin Pop,Valencia,24.91,37.62,2026-05-07,venue_valencia_031,2026-01-30T02:31:06
int_0002079,2026-01-30T18:17:59,user_033,sess_00181,event_00981,swipe,right,True,discover,Family,Theme Park,Water Park,Barcelona,30.32,98.58,2026-06-19,venue_barcelona_057,2026-01-30T18:20:05
int_0002080,2026-02-01T00:35:57,user_033,sess_00181,event_00325,swipe,left,False,map,Arts & Theatre,Exhibition,Photography,Barcelona,61.56,116.43,2026-05-30,venue_barcelona_041,2026-02-01T00:36:20
int_0002081,2026-02-01T11:05:52,user_033,sess_00183,event_00384,swipe,right,True,discover,Music,Electronic,House,Barcelona,53.12,71.28,2026-06-15,venue_barcelona_065,2026-02-01T11:07:32
int_0002082,2026-02-02T19:12:43,user_033,sess_00183,event_00785,swipe,left,False,discover,Arts & Theatre,Dance,Flamenco,Barcelona,66.34,90.9,2026-07-17,venue_barcelona_055,2026-02-02T19:16:21
int_0002083,2026-02-03T23:46:24,user_033,sess_00182,event_00741,swipe,right,True,discover,Music,Pop,Synth Pop,Valencia,32.5,92.89,2026-06-02,venue_valencia_007,2026-02-03T23:47:34
int_0002084,2026-02-04T08:33:16,user_033,sess_00182,event_00875,swipe,right,True,discover,Music,Urban,Hip-Hop,Barcelona,37.64,114.07,2026-08-04,venue_barcelona_044,2026-02-04T08:36:19
int_0002085,2026-02-05T17:00:21,user_033,sess_00183,event_00384,swipe,right,True,planner,Music,Electronic,House,Barcelona,53.12,71.28,2026-06-15,venue_barcelona_065,2026-02-05T17:03:50
int_0002086,2026-02-06T14:13:48,user_033,sess_00181,event_00690,swipe,right,True,map,Music,Rock,Classic Rock,Madrid,23.47,65.51,2026-05-31,venue_madrid_016,2026-02-06T14:14:56
int_0002087,2026-02-07T09:38:41,user_033,sess_00184,event_01249,swipe,right,True,map,Music,Pop,Synth Pop,Madrid,27.25,102.22,2026-05-13,venue_madrid_008,2026-02-07T09:42:25
int_0002088,2026-02-07T18:21:27,user_033,sess_00184,event_00272,swipe,right,True,planner,Music,Jazz,Smooth Jazz,Valencia,42.7,108.79,2026-07-28,venue_valencia_004,2026-02-07T18:23:52
int_0002089,2026-02-09T05:04:52,user_033,sess_00181,event_00957,swipe,left,False,discover,Arts & Theatre,Dance,Flamenco,Barcelona,14.68,24.87,2026-06-29,venue_barcelona_027,2026-02-09T05:05:31
int_0002090,2026-02-10T01:41:57,user_033,sess_00183,event_00996,swipe,left,False,planner,Arts & Theatre,Dance,Flamenco,Barcelona,50.19,64.73,2026-08-15,venue_barcelona_014,2026-02-10T01:45:25
int_0002091,2026-02-10T14:43:52,user_033,sess_00184,event_01372,swipe,right,True,discover,Music,Electronic,House,Barcelona,54.52,78.95,2026-04-26,venue_barcelona_059,2026-02-10T14:44:25
int_0002092,2026-02-11T18:57:40,user_033,sess_00182,event_01048,swipe,right,True,discover,Music,Pop,Latin Pop,Valencia,24.91,37.62,2026-05-07,venue_valencia_031,2026-02-11T18:59:01
int_0002093,2026-02-12T01:07:29,user_033,sess_00182,event_00669,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,20.86,37.38,2026-06-17,venue_madrid_002,2026-02-12T01:09:52
int_0002094,2026-02-12T13:10:52,user_033,sess_00181,event_00875,swipe,right,True,planner,Music,Urban,Hip-Hop,Barcelona,37.64,114.07,2026-08-04,venue_barcelona_044,2026-02-12T13:13:07
int_0002095,2026-02-13T07:06:21,user_033,sess_00184,event_00544,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,41.05,50.29,2026-07-16,venue_madrid_031,2026-02-13T07:08:38
int_0002096,2026-02-14T09:23:15,user_033,sess_00183,event_01334,swipe,right,True,discover,Music,Pop,Mainstream Pop,Barcelona,32.41,96.58,2026-05-14,venue_barcelona_022,2026-02-14T09:26:06
int_0002097,2026-02-15T16:19:54,user_033,sess_00182,event_00818,swipe,right,True,discover,Music,Electronic,EDM,Barcelona,74.88,83.22,2026-07-09,venue_barcelona_028,2026-02-15T16:22:17
int_0002098,2026-02-15T23:22:50,user_033,sess_00182,event_00984,swipe,right,True,discover,Music,Electronic,EDM,Barcelona,15.77,64.83,2026-04-26,venue_barcelona_025,2026-02-15T23:24:06
int_0002099,2026-02-17T05:35:23,user_033,sess_00182,event_00544,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,41.05,50.29,2026-07-16,venue_madrid_031,2026-02-17T05:36:35
int_0002100,2026-02-17T20:52:15,user_033,sess_00184,event_01399,swipe,left,False,planner,Sports,Basketball,Friendly,Barcelona,69.14,156.49,2026-07-19,venue_barcelona_005,2026-02-17T20:53:08
int_0002101,2026-02-18T22:44:37,user_033,sess_00181,event_01277,swipe,right,True,map,Music,Pop,Mainstream Pop,Barcelona,40.59,71.8,2026-07-17,venue_barcelona_010,2026-02-18T22:45:40
int_0002102,2026-02-19T17:42:01,user_033,sess_00184,event_00402,swipe,right,True,map,Arts & Theatre,Theatre,Drama,Valencia,69.92,109.35,2026-06-19,venue_valencia_052,2026-02-19T17:45:13
int_0002103,2026-02-20T16:53:21,user_033,sess_00183,event_00579,swipe,right,True,discover,Music,Electronic,Techno,Barcelona,42.9,128.4,2026-05-02,venue_barcelona_035,2026-02-20T16:56:21
int_0002104,2026-02-21T13:38:28,user_033,sess_00181,event_01130,swipe,right,True,discover,Music,Pop,Synth Pop,Barcelona,37.0,114.28,2026-06-21,venue_barcelona_017,2026-02-21T13:40:40
int_0002105,2026-02-22T12:32:43,user_033,sess_00181,event_00326,swipe,right,True,discover,Music,Rock,Indie Rock,Madrid,19.14,65.28,2026-06-16,venue_madrid_006,2026-02-22T12:34:40
int_0002106,2026-02-22T17:59:12,user_033,sess_00183,event_00951,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,64.47,122.07,2026-05-04,venue_madrid_058,2026-02-22T17:59:54
int_0002107,2026-02-24T03:43:36,user_033,sess_00183,event_00830,swipe,right,True,discover,Music,Electronic,EDM,Barcelona,19.59,31.29,2026-07-05,venue_barcelona_007,2026-02-24T03:44:29
int_0002108,2026-02-25T01:30:18,user_033,sess_00182,event_01277,swipe,right,True,map,Music,Pop,Mainstream Pop,Barcelona,40.59,71.8,2026-07-17,venue_barcelona_010,2026-02-25T01:33:58
int_0002109,2026-02-25T18:39:41,user_033,sess_00182,event_00028,swipe,left,False,discover,Music,Pop,Mainstream Pop,Barcelona,22.64,65.12,2026-07-05,venue_barcelona_038,2026-02-25T18:41:24
int_0002110,2026-02-26T03:07:02,user_033,sess_00184,event_01213,swipe,right,True,planner,Music,Rock,Indie Rock,Barcelona,44.3,52.72,2026-05-02,venue_barcelona_016,2026-02-26T03:07:42
int_0002111,2026-02-27T09:38:42,user_033,sess_00182,event_01316,swipe,right,True,discover,Music,Pop,Mainstream Pop,Madrid,36.73,61.0,2026-05-22,venue_madrid_067,2026-02-27T09:40:29
int_0002112,2026-02-27T17:55:20,user_033,sess_00183,event_01150,swipe,right,True,map,Arts & Theatre,Exhibition,Photography,Barcelona,50.01,99.29,2026-05-08,venue_barcelona_070,2026-02-27T17:57:54
int_0002113,2026-02-28T19:06:52,user_033,sess_00184,event_00875,swipe,right,True,discover,Music,Urban,Hip-Hop,Barcelona,37.64,114.07,2026-08-04,venue_barcelona_044,2026-02-28T19:09:41
int_0002114,2026-03-01T02:08:19,user_033,sess_00183,event_00609,swipe,right,True,planner,Family,Magic,Stage Magic,Barcelona,44.96,82.5,2026-06-23,venue_barcelona_023,2026-03-01T02:09:27
int_0002115,2026-03-01T22:48:21,user_033,sess_00181,event_00746,swipe,right,True,discover,Music,Rock,Alternative Rock,Barcelona,41.52,130.5,2026-08-08,venue_barcelona_018,2026-03-01T22:50:12
int_0002116,2026-03-03T06:44:21,user_033,sess_00182,event_00720,swipe,right,True,discover,Music,Jazz,Fusion,Barcelona,53.76,88.52,2026-07-18,venue_barcelona_044,2026-03-03T06:47:16
int_0002117,2026-03-03T18:49:00,user_033,sess_00182,event_01130,swipe,right,True,map,Music,Pop,Synth Pop,Barcelona,37.0,114.28,2026-06-21,venue_barcelona_017,2026-03-03T18:51:57
int_0002118,2026-03-05T01:03:55,user_033,sess_00183,event_00934,swipe,right,True,discover,Music,Rock,Alternative Rock,Barcelona,17.47,67.48,2026-07-09,venue_barcelona_030,2026-03-05T01:06:22
int_0002119,2026-03-05T11:22:48,user_033,sess_00184,event_00648,swipe,right,True,discover,Sports,Motor,Rally,Barcelona,44.11,69.43,2026-06-13,venue_barcelona_052,2026-03-05T11:24:33
int_0002120,2026-03-06T06:08:20,user_033,sess_00182,event_00969,swipe,right,True,discover,Music,Rock,Indie Rock,Barcelona,57.75,130.63,2026-05-09,venue_barcelona_064,2026-03-06T06:09:54
int_0002121,2026-03-07T10:57:24,user_033,sess_00181,event_01148,swipe,right,True,discover,Music,Electronic,House,Barcelona,41.15,72.52,2026-07-04,venue_barcelona_021,2026-03-07T10:59:57
int_0002122,2026-03-12T23:54:27,user_034,sess_00186,event_01018,swipe,right,True,discover,Arts & Theatre,Classical,Symphonic,Valencia,40.41,76.97,2026-07-21,venue_valencia_055,2026-03-12T23:57:03
int_0002123,2026-03-13T04:58:07,user_034,sess_00187,event_00286,swipe,right,True,map,Music,Pop,Mainstream Pop,Valencia,29.31,46.9,2026-05-11,venue_valencia_041,2026-03-13T04:58:35
int_0002124,2026-03-14T08:56:56,user_034,sess_00187,event_00001,swipe,right,True,discover,Music,Urban,Trap,Valencia,43.38,84.76,2026-08-04,venue_valencia_032,2026-03-14T08:59:35
int_0002125,2026-03-14T13:01:48,user_034,sess_00189,event_01388,swipe,right,True,discover,Music,Pop,Synth Pop,Valencia,17.2,85.77,2026-07-28,venue_valencia_046,2026-03-14T13:02:13
int_0002126,2026-03-15T12:24:34,user_034,sess_00191,event_00821,swipe,right,True,discover,Arts & Theatre,Exhibition,Modern Art,Valencia,70.19,132.0,2026-06-07,venue_valencia_001,2026-03-15T12:27:59
int_0002127,2026-03-16T07:48:29,user_034,sess_00187,event_00302,swipe,right,True,planner,Music,Jazz,Smooth Jazz,Valencia,55.95,67.92,2026-08-18,venue_valencia_044,2026-03-16T07:50:07
int_0002128,2026-03-16T17:36:58,user_034,sess_00186,event_01293,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,53.96,93.07,2026-07-21,venue_madrid_048,2026-03-16T17:37:29
int_0002129,2026-03-17T07:23:38,user_034,sess_00188,event_00563,swipe,right,True,discover,Music,Rock,Alternative Rock,Valencia,33.02,59.21,2026-04-26,venue_valencia_039,2026-03-17T07:25:49
int_0002130,2026-03-18T16:33:05,user_034,sess_00186,event_01312,swipe,left,False,map,Arts & Theatre,Exhibition,Photography,Valencia,31.06,71.15,2026-07-21,venue_valencia_034,2026-03-18T16:35:56
int_0002131,2026-03-19T02:48:23,user_034,sess_00190,event_01164,swipe,left,False,discover,Arts & Theatre,Exhibition,Modern Art,Valencia,29.93,112.03,2026-05-19,venue_valencia_021,2026-03-19T02:48:25
int_0002132,2026-03-19T21:44:09,user_034,sess_00185,event_01217,swipe,right,True,map,Music,Pop,Mainstream Pop,Barcelona,67.56,141.52,2026-07-21,venue_barcelona_056,2026-03-19T21:44:56
int_0002133,2026-03-20T14:44:15,user_034,sess_00188,event_01180,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,47.01,98.27,2026-08-18,venue_madrid_005,2026-03-20T14:47:00
int_0002134,2026-03-21T11:29:50,user_034,sess_00185,event_00268,swipe,right,True,planner,Music,Urban,Hip-Hop,Valencia,33.28,119.08,2026-05-13,venue_valencia_014,2026-03-21T11:31:19
int_0002135,2026-03-22T21:51:43,user_034,sess_00187,event_01182,swipe,right,True,map,Music,Pop,Synth Pop,Valencia,74.04,122.49,2026-07-24,venue_valencia_039,2026-03-22T21:53:29
int_0002136,2026-03-23T14:31:17,user_034,sess_00186,event_00777,swipe,right,True,discover,Music,Jazz,Smooth Jazz,Barcelona,39.12,65.64,2026-07-08,venue_barcelona_039,2026-03-23T14:34:43
int_0002137,2026-03-24T02:57:51,user_034,sess_00191,event_00908,swipe,right,True,map,Music,Rock,Classic Rock,Valencia,63.48,120.07,2026-06-20,venue_valencia_062,2026-03-24T03:01:01
int_0002138,2026-03-24T21:07:41,user_034,sess_00190,event_01388,swipe,right,True,discover,Music,Pop,Synth Pop,Valencia,17.2,85.77,2026-07-28,venue_valencia_046,2026-03-24T21:10:22
int_0002139,2026-03-25T21:51:25,user_034,sess_00187,event_01312,swipe,left,False,map,Arts & Theatre,Exhibition,Photography,Valencia,31.06,71.15,2026-07-21,venue_valencia_034,2026-03-25T21:51:32
int_0002140,2026-03-26T02:02:05,user_034,sess_00186,event_01179,swipe,right,True,discover,Music,Urban,Trap,Valencia,62.0,117.21,2026-07-17,venue_valencia_003,2026-03-26T02:05:17
int_0002141,2026-03-26T16:41:00,user_034,sess_00190,event_00612,swipe,right,True,discover,Music,Rock,Indie Rock,Valencia,56.32,140.9,2026-07-27,venue_valencia_062,2026-03-26T16:44:29
int_0002142,2026-03-27T13:28:57,user_034,sess_00191,event_00131,swipe,right,True,planner,Music,Rock,Alternative Rock,Valencia,21.91,31.62,2026-06-02,venue_valencia_054,2026-03-27T13:29:48
int_0002143,2026-03-28T16:34:27,user_034,sess_00189,event_00918,swipe,right,True,discover,Music,Rock,Classic Rock,Valencia,45.43,121.91,2026-05-26,venue_valencia_008,2026-03-28T16:36:05
int_0002144,2026-03-29T11:45:55,user_034,sess_00191,event_00577,swipe,right,True,map,Music,Rock,Alternative Rock,Barcelona,59.4,84.77,2026-05-22,venue_barcelona_043,2026-03-29T11:49:21
