interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp,days_until_event,avg_price,is_right_swipe
int_0002744,2026-04-25 08:15:21,user_045,sess_00253,event_00339,swipe,right,True,discover,Sports,Football,Champions,Madrid,21.7,93.74,2026-04-27,venue_madrid_016,2026-04-25 08:16:21,2,57.72,1
int_0002745,2026-04-25 07:58:27,user_045,sess_00252,event_00596,swipe,right,True,discover,Sports,Football,Friendly,Madrid,77.75,128.28,2026-08-16,venue_madrid_006,2026-04-25 08:01:54,113,103.015,1
int_0002746,2026-04-25 11:44:33,user_045,sess_00246,event_01050,swipe,right,True,map,Sports,Football,Champions,Madrid,43.5,95.31,2026-07-26,venue_madrid_001,2026-04-25 11:47:35,92,69.405,1
int_0002747,2026-04-25 08:54:41,user_045,sess_00248,event_01443,swipe,right,True,discover,Sports,Motor,Moto,Madrid,39.22,113.26,2026-06-17,venue_madrid_008,2026-04-25 08:56:42,53,76.24000000000001,1
int_0002748,2026-04-25 07:23:36,user_045,sess_00246,event_01227,swipe,right,True,map,Sports,Basketball,Liga ACB,Madrid,41.44,125.38,2026-06-21,venue_madrid_065,2026-04-25 07:24:50,57,83.41,1
int_0002749,2026-04-25 04:10:36,user_045,sess_00248,event_01396,swipe,right,True,discover,Sports,Football,LaLiga,Madrid,54.68,122.39,2026-05-04,venue_madrid_029,2026-04-25 04:13:01,9,88.535,1
int_0002750,2026-04-25 04:00:49,user_045,sess_00252,event_00339,swipe,right,True,planner,Sports,Football,Champions,Madrid,21.7,93.74,2026-04-27,venue_madrid_016,2026-04-25 04:01:51,2,57.72,1
int_0002751,2026-04-25 11:43:02,user_045,sess_00253,event_00676,swipe,right,True,discover,Arts & Theatre,Exhibition,Immersive,Madrid,46.28,74.83,2026-05-05,venue_madrid_010,2026-04-25 11:46:42,10,60.555,1
int_0002752,2026-04-25 10:23:57,user_045,sess_00250,event_00974,swipe,right,True,discover,Sports,Basketball,Liga ACB,Barcelona,61.52,150.58,2026-08-22,venue_barcelona_031,2026-04-25 10:25:50,119,106.05000000000001,1
int_0002753,2026-04-25 04:31:30,user_045,sess_00246,event_01225,swipe,right,True,discover,Sports,Motor,Formula,Madrid,36.65,125.76,2026-07-15,venue_madrid_039,2026-04-25 04:33:47,81,81.205,1
int_0002754,2026-04-25 05:00:34,user_045,sess_00249,event_00208,swipe,right,True,discover,Sports,Running,10K,Madrid,21.05,103.28,2026-05-27,venue_madrid_031,2026-04-25 05:03:05,32,62.165,1
int_0002755,2026-04-25 09:02:30,user_045,sess_00252,event_00652,swipe,right,True,discover,Sports,Running,10K,Madrid,47.89,115.82,2026-07-08,venue_madrid_001,2026-04-25 09:05:16,74,81.85499999999999,1
int_0002756,2026-04-25 00:34:56,user_045,sess_00251,event_00208,swipe,right,True,discover,Sports,Running,10K,Madrid,21.05,103.28,2026-05-27,venue_madrid_031,2026-04-25 00:36:29,32,62.165,1
int_0002757,2026-04-25 11:33:15,user_045,sess_00250,event_01045,swipe,right,True,discover,Sports,Basketball,Friendly,Madrid,73.11,133.52,2026-05-02,venue_madrid_035,2026-04-25 11:36:41,7,103.315,1
int_0002758,2026-03-24 10:33:14,user_046,sess_00257,event_01129,swipe,right,True,discover,Sports,Motor,Moto,Bilbao,76.3,124.34,2026-05-11,venue_bilbao_018,2026-03-24 10:36:30,48,100.32,1
int_0002759,2026-03-25 20:35:10,user_046,sess_00254,event_00779,swipe,right,True,discover,Sports,Basketball,EuroLeague,Bilbao,35.99,98.39,2026-08-06,venue_bilbao_065,2026-03-25 20:36:36,134,67.19,1
int_0002760,2026-03-27 01:20:50,user_046,sess_00256,event_01088,swipe,right,True,planner,Sports,Basketball,EuroLeague,Madrid,66.94,89.38,2026-05-19,venue_madrid_059,2026-03-27 01:21:15,53,78.16,1
int_0002761,2026-03-27 10:43:03,user_046,sess_00258,event_00658,swipe,left,False,map,Arts & Theatre,Dance,Ballet,Bilbao,40.39,62.25,2026-07-15,venue_bilbao_008,2026-03-27 10:45:26,110,51.32,0
int_0002762,2026-03-28 21:40:32,user_046,sess_00258,event_01390,swipe,right,True,discover,Sports,Basketball,Friendly,Bilbao,37.6,48.74,2026-05-05,venue_bilbao_006,2026-03-28 21:43:55,38,43.17,1
int_0002763,2026-03-29 18:09:58,user_046,sess_00255,event_00379,swipe,left,False,map,Family,Kids,Puppets,Bilbao,50.57,128.95,2026-05-31,venue_bilbao_040,2026-03-29 18:11:02,63,89.75999999999999,0
int_0002764,2026-03-30 23:58:18,user_046,sess_00256,event_00004,swipe,right,True,discover,Sports,Football,Champions,Bilbao,77.96,154.51,2026-07-18,venue_bilbao_007,2026-03-31 00:01:57,110,116.23499999999999,1
int_0002765,2026-03-31 10:54:14,user_046,sess_00256,event_00198,swipe,right,True,discover,Sports,Motor,Formula,Barcelona,36.46,118.16,2026-07-09,venue_barcelona_054,2026-03-31 10:54:23,100,77.31,1
int_0002766,2026-04-01 21:16:04,user_046,sess_00256,event_00113,swipe,right,True,discover,Sports,Running,Marathon,Valencia,74.72,86.28,2026-05-24,venue_valencia_065,2026-04-01 21:18:17,53,80.5,1
int_0002767,2026-04-02 21:34:49,user_046,sess_00258,event_01358,swipe,right,True,discover,Sports,Football,LaLiga,Bilbao,22.88,90.27,2026-06-23,venue_bilbao_048,2026-04-02 21:35:07,82,56.574999999999996,1
int_0002768,2026-04-04 08:19:33,user_046,sess_00254,event_01033,swipe,right,True,map,Sports,Motor,Rally,Madrid,72.28,104.34,2026-07-01,venue_madrid_006,2026-04-04 08:23:19,88,88.31,1
int_0002769,2026-04-04 16:56:24,user_046,sess_00257,event_00941,swipe,right,True,map,Sports,Motor,Rally,Bilbao,68.75,111.91,2026-06-05,venue_bilbao_011,2026-04-04 16:59:30,62,90.33,1
int_0002770,2026-04-04 22:35:25,user_046,sess_00257,event_00425,swipe,right,True,map,Sports,Motor,Moto,Bilbao,66.08,110.82,2026-06-21,venue_bilbao_059,2026-04-04 22:37:36,78,88.44999999999999,1
int_0002771,2026-04-06 05:42:06,user_046,sess_00256,event_01229,swipe,right,True,discover,Music,Rock,Indie Rock,Madrid,59.5,112.33,2026-06-30,venue_madrid_022,2026-04-06 05:42:45,85,85.91499999999999,1
int_0002772,2026-04-06 21:31:26,user_046,sess_00256,event_01282,swipe,right,True,map,Sports,Football,Friendly,Bilbao,44.46,74.53,2026-07-01,venue_bilbao_068,2026-04-06 21:34:30,86,59.495000000000005,1
int_0002773,2026-04-08 04:44:38,user_046,sess_00257,event_01122,swipe,left,False,discover,Family,Kids,Educational,Bilbao,47.76,94.87,2026-07-10,venue_bilbao_004,2026-04-08 04:45:33,93,71.315,0
int_0002774,2026-04-09 00:47:09,user_046,sess_00256,event_00135,swipe,right,True,discover,Sports,Football,LaLiga,Zaragoza,63.27,133.58,2026-06-24,venue_zaragoza_064,2026-04-09 00:49:56,76,98.42500000000001,1
int_0002775,2026-04-10 08:48:22,user_046,sess_00258,event_00050,swipe,right,True,discover,Sports,Football,Friendly,Bilbao,57.69,71.34,2026-06-19,venue_bilbao_069,2026-04-10 08:49:45,70,64.515,1
int_0002776,2026-04-10 17:32:03,user_046,sess_00254,event_00537,swipe,right,True,discover,Sports,Running,10K,Madrid,76.34,107.47,2026-05-19,venue_madrid_003,2026-04-10 17:34:25,39,91.905,1
int_0002777,2026-04-12 02:05:51,user_046,sess_00255,event_00379,swipe,left,False,discover,Family,Kids,Puppets,Bilbao,50.57,128.95,2026-05-31,venue_bilbao_040,2026-04-12 02:09:20,49,89.75999999999999,0
int_0002778,2026-04-12 22:13:30,user_046,sess_00258,event_00573,swipe,right,True,discover,Music,Rock,Alternative Rock,Bilbao,55.3,98.03,2026-05-10,venue_bilbao_012,2026-04-12 22:15:40,28,76.66499999999999,1
int_0002779,2026-04-13 10:54:23,user_046,sess_00258,event_00050,swipe,right,True,discover,Sports,Football,Friendly,Bilbao,57.69,71.34,2026-06-19,venue_bilbao_069,2026-04-13 10:55:00,67,64.515,1
int_0002780,2026-04-14 20:35:54,user_046,sess_00256,event_01080,swipe,right,True,discover,Sports,Motor,Rally,Bilbao,29.04,50.16,2026-05-22,venue_bilbao_035,2026-04-14 20:37:45,38,39.599999999999994,1
int_0002781,2026-04-15 21:51:22,user_046,sess_00255,event_01129,swipe,right,True,discover,Sports,Motor,Moto,Bilbao,76.3,124.34,2026-05-11,venue_bilbao_018,2026-04-15 21:53:20,26,100.32,1
int_0002782,2026-04-16 04:30:33,user_046,sess_00257,event_00528,swipe,right,True,discover,Sports,Basketball,Friendly,Bilbao,39.41,122.46,2026-07-19,venue_bilbao_005,2026-04-16 04:34:25,94,80.935,1
int_0002783,2026-04-17 16:29:30,user_046,sess_00258,event_01129,swipe,right,True,map,Sports,Motor,Moto,Bilbao,76.3,124.34,2026-05-11,venue_bilbao_018,2026-04-17 16:31:31,24,100.32,1
int_0002784,2026-04-18 21:33:41,user_046,sess_00255,event_00072,swipe,left,False,planner,Music,Pop,Latin Pop,Madrid,55.34,85.44,2026-08-01,venue_madrid_003,2026-04-18 21:37:30,105,70.39,0
int_0002785,2026-04-20 08:42:09,user_046,sess_00257,event_00941,swipe,right,True,discover,Sports,Motor,Rally,Bilbao,68.75,111.91,2026-06-05,venue_bilbao_011,2026-04-20 08:43:42,46,90.33,1
int_0002786,2026-04-21 06:59:13,user_046,sess_00257,event_01395,swipe,right,True,map,Music,Electronic,Techno,Bilbao,42.75,115.55,2026-05-30,venue_bilbao_036,2026-04-21 07:00:47,39,79.15,1
int_0002787,2026-04-22 06:52:05,user_046,sess_00256,event_01390,swipe,right,True,map,Sports,Basketball,Friendly,Bilbao,37.6,48.74,2026-05-05,venue_bilbao_006,2026-04-22 06:53:07,13,43.17,1
int_0002788,2026-04-23 10:49:02,user_046,sess_00257,event_01080,swipe,right,True,map,Sports,Motor,Rally,Bilbao,29.04,50.16,2026-05-22,venue_bilbao_035,2026-04-23 10:51:46,29,39.599999999999994,1
int_0002789,2026-04-23 23:02:30,user_046,sess_00257,event_01132,swipe,right,True,planner,Sports,Football,Friendly,Bilbao,24.32,63.14,2026-08-13,venue_bilbao_020,2026-04-23 23:05:43,112,43.730000000000004,1
int_0002790,2026-04-24 20:41:00,user_046,sess_00254,event_01390,swipe,right,True,discover,Sports,Basketball,Friendly,Bilbao,37.6,48.74,2026-05-05,venue_bilbao_006,2026-04-24 20:43:00,11,43.17,1
int_0002791,2026-04-25 03:27:40,user_046,sess_00254,event_00044,swipe,left,False,discover,Music,Pop,Synth Pop,Bilbao,72.07,114.64,2026-07-31,venue_bilbao_036,2026-04-25 03:30:25,97,93.35499999999999,0
int_0002792,2026-04-25 09:17:17,user_046,sess_00255,event_00703,swipe,right,True,discover,Sports,Running,10K,Madrid,28.27,64.44,2026-06-18,venue_madrid_059,2026-04-25 09:17:50,54,46.355,1
int_0002793,2026-04-25 06:38:57,user_046,sess_00255,event_01227,swipe,right,True,discover,Sports,Basketball,Liga ACB,Madrid,41.44,125.38,2026-06-21,venue_madrid_065,2026-04-25 06:39:25,57,83.41,1
int_0002794,2026-04-25 08:36:58,user_046,sess_00255,event_00736,swipe,right,True,discover,Sports,Football,Champions,Bilbao,62.39,88.8,2026-07-06,venue_bilbao_064,2026-04-25 08:37:57,72,75.595,1
int_0002795,2026-04-25 05:35:21,user_046,sess_00258,event_00528,swipe,right,True,map,Sports,Basketball,Friendly,Bilbao,39.41,122.46,2026-07-19,venue_bilbao_005,2026-04-25 05:36:38,85,80.935,1
int_0002796,2026-04-25 03:41:48,user_046,sess_00257,event_00714,swipe,right,True,discover,Sports,Basketball,Friendly,Bilbao,34.04,97.82,2026-08-18,venue_bilbao_046,2026-04-25 03:43:23,115,65.92999999999999,1
int_0002797,2026-04-25 03:34:52,user_046,sess_00257,event_01200,swipe,right,True,discover,Sports,Running,Marathon,Madrid,60.03,107.12,2026-08-20,venue_madrid_065,2026-04-25 03:37:23,117,83.575,1
int_0002798,2026-04-25 08:11:35,user_046,sess_00254,event_00200,swipe,right,True,discover,Sports,Motor,Formula,Bilbao,74.89,91.9,2026-07-08,venue_bilbao_005,2026-04-25 08:14:38,74,83.39500000000001,1
int_0002799,2026-04-25 04:15:42,user_046,sess_00256,event_01125,swipe,right,True,discover,Sports,Running,Half Marathon,Bilbao,55.41,140.5,2026-06-11,venue_bilbao_038,2026-04-25 04:17:56,47,97.955,1
int_0002800,2026-04-25 11:03:31,user_046,sess_00255,event_01302,swipe,right,True,map,Arts & Theatre,Theatre,Comedy,Bilbao,21.4,56.9,2026-06-06,venue_bilbao_010,2026-04-25 11:06:10,42,39.15,1
int_0002801,2026-04-25 10:37:22,user_046,sess_00258,event_01251,swipe,right,True,discover,Sports,Football,Friendly,Barcelona,20.5,31.42,2026-07-27,venue_barcelona_035,2026-04-25 10:38:07,93,25.96,1
int_0002802,2026-04-25 09:26:05,user_046,sess_00254,event_01132,swipe,right,True,discover,Sports,Football,Friendly,Bilbao,24.32,63.14,2026-08-13,venue_bilbao_020,2026-04-25 09:27:48,110,43.730000000000004,1
int_0002803,2026-04-25 08:29:43,user_046,sess_00258,event_01358,swipe,right,True,discover,Sports,Football,LaLiga,Bilbao,22.88,90.27,2026-06-23,venue_bilbao_048,2026-04-25 08:33:28,59,56.574999999999996,1
int_0002804,2026-02-25 23:20:03,user_047,sess_00261,event_01386,swipe,right,True,map,Sports,Motor,Moto,Madrid,21.0,78.14,2026-06-11,venue_madrid_059,2026-02-25 23:22:49,106,49.57,1
int_0002805,2026-02-26 16:23:01,user_047,sess_00261,event_00429,swipe,right,True,discover,Sports,Running,Marathon,Barcelona,38.48,114.53,2026-04-26,venue_barcelona_029,2026-02-26 16:23:48,59,76.505,1
int_0002806,2026-02-28 00:07:44,user_047,sess_00264,event_00703,swipe,right,True,discover,Sports,Running,10K,Madrid,28.27,64.44,2026-06-18,venue_madrid_059,2026-02-28 00:10:09,110,46.355,1
int_0002807,2026-02-28 04:22:57,user_047,sess_00259,event_01386,swipe,right,True,map,Sports,Motor,Moto,Madrid,21.0,78.14,2026-06-11,venue_madrid_059,2026-02-28 04:24:28,103,49.57,1
int_0002808,2026-02-28 13:57:59,user_047,sess_00263,event_00367,swipe,right,True,discover,Sports,Basketball,Liga ACB,Madrid,46.41,63.88,2026-05-06,venue_madrid_038,2026-02-28 13:59:15,67,55.144999999999996,1
int_0002809,2026-03-01 15:03:42,user_047,sess_00265,event_00952,swipe,left,False,discover,Music,Pop,Mainstream Pop,Malaga,17.35,32.82,2026-07-08,venue_malaga_060,2026-03-01 15:04:33,129,25.085,0
int_0002810,2026-03-02 00:01:51,user_047,sess_00260,event_00811,swipe,left,False,discover,Music,Urban,Hip-Hop,Barcelona,25.76,47.69,2026-07-09,venue_barcelona_006,2026-03-02 00:02:47,129,36.725,0
int_0002811,2026-03-02 17:51:20,user_047,sess_00264,event_00586,swipe,right,True,discover,Music,Electronic,EDM,Madrid,47.53,72.48,2026-06-22,venue_madrid_043,2026-03-02 17:53:24,112,60.005,1
int_0002812,2026-03-03 22:27:53,user_047,sess_00265,event_00288,swipe,right,True,map,Sports,Basketball,Friendly,Madrid,36.87,81.85,2026-05-19,venue_madrid_018,2026-03-03 22:28:06,77,59.36,1
int_0002813,2026-03-04 10:40:52,user_047,sess_00266,event_00591,swipe,right,True,discover,Sports,Basketball,Friendly,Madrid,59.29,106.37,2026-05-06,venue_madrid_046,2026-03-04 10:43:34,63,82.83,1
int_0002814,2026-03-05 03:53:42,user_047,sess_00259,event_01199,swipe,left,False,planner,Music,Urban,Trap,Madrid,25.26,49.95,2026-05-22,venue_madrid_064,2026-03-05 03:56:15,78,37.605000000000004,0
int_0002815,2026-03-05 23:48:59,user_047,sess_00265,event_00983,swipe,right,True,discover,Sports,Basketball,EuroLeague,Barcelona,40.51,98.2,2026-06-01,venue_barcelona_059,2026-03-05 23:52:23,88,69.355,1
int_0002816,2026-03-06 11:11:05,user_047,sess_00261,event_00211,swipe,left,False,discover,Music,Rock,Indie Rock,Sevilla,58.39,143.2,2026-07-29,venue_sevilla_069,2026-03-06 11:14:33,145,100.79499999999999,0
int_0002817,2026-03-07 03:33:51,user_047,sess_00264,event_00249,swipe,left,False,map,Sports,Football,Friendly,Madrid,40.39,99.05,2026-06-23,venue_madrid_065,2026-03-07 03:35:27,108,69.72,0
int_0002818,2026-03-07 17:48:35,user_047,sess_00265,event_00750,swipe,right,True,discover,Sports,Running,10K,Madrid,25.43,82.78,2026-08-04,venue_madrid_013,2026-03-07 17:51:50,150,54.105000000000004,1
int_0002819,2026-03-08 04:58:40,user_047,sess_00261,event_01090,swipe,right,True,discover,Sports,Football,LaLiga,Madrid,56.71,97.72,2026-08-20,venue_madrid_059,2026-03-08 05:02:16,165,77.215,1
int_0002820,2026-03-08 21:06:06,user_047,sess_00260,event_01089,swipe,right,True,discover,Sports,Basketball,Friendly,Barcelona,28.66,68.98,2026-08-17,venue_barcelona_021,2026-03-08 21:09:28,162,48.82,1
int_0002821,2026-03-09 19:26:29,user_047,sess_00262,event_01451,swipe,right,True,discover,Sports,Running,Marathon,Madrid,39.67,111.03,2026-08-13,venue_madrid_041,2026-03-09 19:28:22,157,75.35,1
int_0002822,2026-03-10 01:28:39,user_047,sess_00259,event_00972,swipe,right,True,discover,Sports,Motor,Rally,Sevilla,60.28,69.37,2026-07-10,venue_sevilla_065,2026-03-10 01:32:27,122,64.825,1
int_0002823,2026-03-10 11:54:17,user_047,sess_00259,event_00046,swipe,right,True,map,Arts & Theatre,Theatre,Drama,Madrid,19.57,82.47,2026-05-26,venue_madrid_020,2026-03-10 11:57:40,77,51.019999999999996,1
int_0002824,2026-03-11 06:09:20,user_047,sess_00265,event_00215,swipe,left,False,discover,Arts & Theatre,Dance,Ballet,Madrid,52.46,76.3,2026-07-07,venue_madrid_038,2026-03-11 06:12:48,118,64.38,0
int_0002825,2026-03-12 09:51:51,user_047,sess_00260,event_00591,swipe,right,True,discover,Sports,Basketball,Friendly,Madrid,59.29,106.37,2026-05-06,venue_madrid_046,2026-03-12 09:55:04,55,82.83,1
int_0002826,2026-03-12 18:59:13,user_047,sess_00265,event_00600,swipe,right,True,discover,Sports,Motor,Moto,Barcelona,53.42,119.86,2026-06-23,venue_barcelona_023,2026-03-12 19:02:29,103,86.64,1
int_0002827,2026-03-13 13:59:21,user_047,sess_00265,event_01166,swipe,right,True,discover,Sports,Running,10K,Madrid,49.08,119.48,2026-04-28,venue_madrid_069,2026-03-13 14:01:34,46,84.28,1
int_0002828,2026-03-14 23:25:37,user_047,sess_00261,event_00147,swipe,right,True,map,Sports,Football,Friendly,Barcelona,40.6,61.9,2026-07-11,venue_barcelona_017,2026-03-14 23:29:36,119,51.25,1
int_0002829,2026-03-16 09:31:55,user_047,sess_00261,event_01174,swipe,right,True,planner,Sports,Basketball,EuroLeague,Madrid,26.7,60.49,2026-06-12,venue_madrid_048,2026-03-16 09:34:22,88,43.595,1
int_0002830,2026-03-17 07:50:01,user_047,sess_00261,event_00511,swipe,right,True,discover,Sports,Running,Half Marathon,Madrid,31.33,86.62,2026-06-15,venue_madrid_036,2026-03-17 07:50:07,90,58.975,1
int_0002831,2026-03-18 03:49:29,user_047,sess_00263,event_01166,swipe,right,True,discover,Sports,Running,10K,Madrid,49.08,119.48,2026-04-28,venue_madrid_069,2026-03-18 03:52:05,41,84.28,1
int_0002832,2026-03-19 02:43:07,user_047,sess_00264,event_00426,swipe,left,False,discover,Arts & Theatre,Exhibition,Modern Art,Madrid,36.21,47.15,2026-05-09,venue_madrid_003,2026-03-19 02:45:09,51,41.68,0
int_0002833,2026-03-20 04:53:09,user_047,sess_00261,event_00929,swipe,right,True,discover,Sports,Basketball,Friendly,Barcelona,21.2,94.44,2026-05-27,venue_barcelona_042,2026-03-20 04:55:29,68,57.82,1
int_0002834,2026-03-21 09:58:06,user_047,sess_00265,event_00090,swipe,right,True,discover,Sports,Running,10K,Madrid,40.49,60.43,2026-06-10,venue_madrid_038,2026-03-21 10:01:26,81,50.46,1
int_0002835,2026-03-21 18:34:03,user_047,sess_00262,event_00558,swipe,left,False,discover,Music,Electronic,EDM,Madrid,26.37,77.52,2026-06-14,venue_madrid_069,2026-03-21 18:36:11,85,51.945,0
int_0002836,2026-03-23 04:45:02,user_047,sess_00265,event_01280,swipe,right,True,discover,Sports,Running,10K,Barcelona,61.58,100.83,2026-07-19,venue_barcelona_005,2026-03-23 04:48:40,118,81.205,1
int_0002837,2026-03-23 23:18:21,user_047,sess_00264,event_00537,swipe,right,True,discover,Sports,Running,10K,Madrid,76.34,107.47,2026-05-19,venue_madrid_003,2026-03-23 23:18:48,57,91.905,1
int_0002838,2026-03-24 04:52:58,user_047,sess_00264,event_00916,swipe,right,True,map,Sports,Motor,Formula,Madrid,36.7,80.44,2026-05-12,venue_madrid_008,2026-03-24 04:55:01,49,58.57,1
int_0002839,2026-03-24 19:42:44,user_047,sess_00259,event_00882,swipe,right,True,map,Sports,Motor,Formula,Barcelona,69.58,103.61,2026-04-29,venue_barcelona_054,2026-03-24 19:45:00,36,86.595,1
int_0002840,2026-03-25 15:27:02,user_047,sess_00265,event_01400,swipe,right,True,discover,Sports,Running,10K,Madrid,35.51,69.37,2026-06-03,venue_madrid_048,2026-03-25 15:28:54,70,52.44,1
int_0002841,2026-03-26 22:00:47,user_047,sess_00265,event_01138,swipe,right,True,discover,Sports,Football,LaLiga,Madrid,70.43,115.45,2026-06-03,venue_madrid_011,2026-03-26 22:04:03,69,92.94,1
int_0002842,2026-03-28 01:48:47,user_047,sess_00266,event_01295,swipe,right,True,discover,Sports,Motor,Moto,Barcelona,20.52,106.01,2026-05-14,venue_barcelona_023,2026-03-28 01:50:50,47,63.265,1
int_0002843,2026-03-28 11:15:42,user_047,sess_00265,event_01380,swipe,right,True,planner,Sports,Running,Half Marathon,Madrid,24.39,98.5,2026-08-10,venue_madrid_067,2026-03-28 11:17:11,135,61.445,1
int_0002844,2026-03-29 11:42:14,user_047,sess_00262,event_00560,swipe,right,True,discover,Sports,Motor,Formula,Madrid,38.25,59.22,2026-06-29,venue_madrid_052,2026-03-29 11:42:27,92,48.735,1
int_0002845,2026-03-30 20:46:08,user_047,sess_00263,event_01272,swipe,right,True,discover,Sports,Basketball,EuroLeague,Madrid,54.62,88.37,2026-08-18,venue_madrid_036,2026-03-30 20:49:21,141,71.495,1
int_0002846,2026-03-31 03:12:07,user_047,sess_00265,event_01400,swipe,right,True,discover,Sports,Running,10K,Madrid,35.51,69.37,2026-06-03,venue_madrid_048,2026-03-31 03:14:03,64,52.44,1
int_0002847,2026-04-01 02:36:36,user_047,sess_00264,event_00958,swipe,right,True,discover,Sports,Motor,Moto,Barcelona,20.27,48.82,2026-06-15,venue_barcelona_025,2026-04-01 02:38:41,75,34.545,1
int_0002848,2026-04-01 20:43:44,user_047,sess_00264,event_00895,swipe,left,False,discover,Arts & Theatre,Dance,Flamenco,Madrid,66.84,85.81,2026-04-28,venue_madrid_043,2026-04-01 20:45:40,27,76.325,0
int_0002849,2026-04-03 04:38:09,user_047,sess_00264,event_01272,swipe,right,True,planner,Sports,Basketball,EuroLeague,Madrid,54.62,88.37,2026-08-18,venue_madrid_036,2026-04-03 04:41:34,137,71.495,1
int_0002850,2026-04-04 07:45:53,user_047,sess_00263,event_00520,swipe,right,True,planner,Sports,Running,Half Marathon,Madrid,58.78,116.44,2026-08-15,venue_madrid_045,2026-04-04 07:47:45,133,87.61,1
int_0002851,2026-04-05 03:02:38,user_047,sess_00264,event_00367,swipe,right,True,discover,Sports,Basketball,Liga ACB,Madrid,46.41,63.88,2026-05-06,venue_madrid_038,2026-04-05 03:05:22,31,55.144999999999996,1
int_0002852,2026-04-05 21:15:50,user_047,sess_00263,event_01095,swipe,right,True,discover,Sports,Football,LaLiga,Madrid,71.19,113.24,2026-06-30,venue_madrid_014,2026-04-05 21:19:12,86,92.215,1
int_0002853,2026-04-06 17:01:58,user_047,sess_00266,event_01258,swipe,left,False,discover,Music,Rock,Indie Rock,Madrid,57.32,132.02,2026-06-28,venue_madrid_027,2026-04-06 17:02:55,83,94.67,0
int_0002854,2026-04-06 21:56:37,user_047,sess_00259,event_01272,swipe,right,True,discover,Sports,Basketball,EuroLeague,Madrid,54.62,88.37,2026-08-18,venue_madrid_036,2026-04-06 21:57:59,134,71.495,1
int_0002855,2026-04-07 11:02:38,user_047,sess_00264,event_00640,swipe,right,True,discover,Sports,Basketball,EuroLeague,Barcelona,59.64,102.99,2026-08-08,venue_barcelona_027,2026-04-07 11:05:05,123,81.315,1
int_0002856,2026-04-08 18:33:19,user_047,sess_00263,event_00367,swipe,right,True,discover,Sports,Basketball,Liga ACB,Madrid,46.41,63.88,2026-05-06,venue_madrid_038,2026-04-08 18:33:54,28,55.144999999999996,1
int_0002857,2026-04-09 05:01:30,user_047,sess_00265,event_00172,swipe,right,True,discover,Sports,Football,Friendly,Madrid,56.97,85.44,2026-06-05,venue_madrid_051,2026-04-09 05:04:33,57,71.205,1
int_0002858,2026-04-10 16:56:45,user_047,sess_00259,event_01434,swipe,right,True,discover,Sports,Motor,Formula,Sevilla,66.35,124.73,2026-07-10,venue_sevilla_025,2026-04-10 16:59:46,91,95.53999999999999,1
int_0002859,2026-03-06 07:35:09,user_048,sess_00269,event_01303,swipe,right,True,discover,Sports,Football,Friendly,Sevilla,73.94,147.06,2026-05-08,venue_sevilla_056,2026-03-06 07:38:09,63,110.5,1
int_0002860,2026-03-07 17:24:31,user_048,sess_00268,event_00714,swipe,right,True,discover,Sports,Basketball,Friendly,Bilbao,34.04,97.82,2026-08-18,venue_bilbao_046,2026-03-07 17:28:00,164,65.92999999999999,1
int_0002861,2026-03-07 22:16:48,user_048,sess_00273,event_00828,swipe,right,True,discover,Sports,Basketball,Friendly,Sevilla,55.77,106.79,2026-07-02,venue_sevilla_064,2026-03-07 22:18:56,117,81.28,1
int_0002862,2026-03-09 02:24:38,user_048,sess_00267,event_00677,swipe,right,True,map,Sports,Motor,Formula,Sevilla,41.43,61.86,2026-07-20,venue_sevilla_005,2026-03-09 02:26:12,133,51.644999999999996,1
int_0002863,2026-03-10 12:39:20,user_048,sess_00271,event_00221,swipe,right,True,discover,Sports,Basketball,Liga ACB,Sevilla,49.69,87.36,2026-06-22,venue_sevilla_068,2026-03-10 12:42:38,104,68.525,1
int_0002864,2026-03-10 22:28:42,user_048,sess_00271,event_00747,swipe,right,True,discover,Sports,Running,10K,Sevilla,25.72,90.65,2026-05-24,venue_sevilla_016,2026-03-10 22:29:20,75,58.185,1
int_0002865,2026-03-11 13:07:14,user_048,sess_00270,event_00647,swipe,right,True,discover,Sports,Football,LaLiga,Sevilla,34.93,45.49,2026-08-14,venue_sevilla_015,2026-03-11 13:08:44,156,40.21,1
int_0002866,2026-03-12 11:48:37,user_048,sess_00270,event_00859,swipe,right,True,discover,Sports,Running,Marathon,Sevilla,34.79,86.07,2026-08-09,venue_sevilla_002,2026-03-12 11:51:59,150,60.42999999999999,1
int_0002867,2026-03-13 14:44:38,user_048,sess_00269,event_01303,swipe,right,True,discover,Sports,Football,Friendly,Sevilla,73.94,147.06,2026-05-08,venue_sevilla_056,2026-03-13 14:47:00,56,110.5,1
int_0002868,2026-03-13 18:58:21,user_048,sess_00272,event_00920,swipe,right,True,discover,Sports,Motor,Rally,Sevilla,37.72,54.32,2026-06-18,venue_sevilla_039,2026-03-13 18:59:13,97,46.019999999999996,1
int_0002869,2026-03-14 19:01:32,user_048,sess_00270,event_01187,swipe,right,True,discover,Sports,Football,LaLiga,Barcelona,44.81,62.84,2026-07-16,venue_barcelona_053,2026-03-14 19:05:15,124,53.825,1
