event_id,event_name,segmento,genero,subgenero,ciudad,recinto_id,recinto_nombre,precio_min,precio_max,fecha_evento
evt_00184,Kids_Interactive_Show_Madrid_8,Family,Kids,Interactive_Show,Madrid,madrid_distrito_club,Distrito_Club,23.0,47.0,2026-08-21
evt_00185,Kids_Storytelling_Madrid_1,Family,Kids,Storytelling,Madrid,madrid_river_stage,River_Stage,17.0,47.0,2026-01-10
evt_00186,Kids_Storytelling_Madrid_2,Family,Kids,Storytelling,Madrid,madrid_distrito_club,Distrito_Club,24.0,38.0,2026-02-15
evt_00187,Kids_Storytelling_Madrid_3,Family,Kids,Storytelling,Madrid,madrid_river_stage,River_Stage,9.0,23.0,2026-03-15
evt_00188,Kids_Storytelling_Madrid_4,Family,Kids,Storytelling,Madrid,madrid_distrito_club,Distrito_Club,15.0,37.0,2026-04-13
evt_00189,Kids_Storytelling_Madrid_5,Family,Kids,Storytelling,Madrid,madrid_river_stage,River_Stage,8.0,25.0,2026-05-16
evt_00190,Kids_Storytelling_Madrid_6,Family,Kids,Storytelling,Madrid,madrid_distrito_club,Distrito_Club,8.0,27.0,2026-06-21
evt_00191,Kids_Storytelling_Madrid_7,Family,Kids,Storytelling,Madrid,madrid_river_stage,River_Stage,29.0,41.0,2026-07-20
evt_00192,Kids_Storytelling_Madrid_8,Family,Kids,Storytelling,Madrid,madrid_distrito_club,Distrito_Club,8.0,30.0,2026-08-23
evt_00193,Circus_Acrobatic_Madrid_1,Family,Circus,Acrobatic,Madrid,madrid_river_stage,River_Stage,23.0,49.0,2026-01-10
evt_00194,Circus_Acrobatic_Madrid_2,Family,Circus,Acrobatic,Madrid,madrid_distrito_club,Distrito_Club,8.0,40.0,2026-02-14
evt_00195,Circus_Acrobatic_Madrid_3,Family,Circus,Acrobatic,Madrid,madrid_river_stage,River_Stage,31.0,45.0,2026-03-13
evt_00196,Circus_Acrobatic_Madrid_4,Family,Circus,Acrobatic,Madrid,madrid_distrito_club,Distrito_Club,13.0,49.0,2026-04-13
evt_00197,Circus_Acrobatic_Madrid_5,Family,Circus,Acrobatic,Madrid,madrid_river_stage,River_Stage,29.0,51.0,2026-05-14
evt_00198,Circus_Acrobatic_Madrid_6,Family,Circus,Acrobatic,Madrid,madrid_distrito_club,Distrito_Club,24.0,44.0,2026-06-22
evt_00199,Circus_Acrobatic_Madrid_7,Family,Circus,Acrobatic,Madrid,madrid_river_stage,River_Stage,19.0,41.0,2026-07-20
evt_00200,Circus_Acrobatic_Madrid_8,Family,Circus,Acrobatic,Madrid,madrid_distrito_club,Distrito_Club,8.0,32.0,2026-08-18
evt_00201,Circus_Family_Circus_Madrid_1,Family,Circus,Family_Circus,Madrid,madrid_river_stage,River_Stage,35.0,47.0,2026-01-12
evt_00202,Circus_Family_Circus_Madrid_2,Family,Circus,Family_Circus,Madrid,madrid_distrito_club,Distrito_Club,25.0,41.0,2026-02-08
evt_00203,Circus_Family_Circus_Madrid_3,Family,Circus,Family_Circus,Madrid,madrid_river_stage,River_Stage,25.0,43.0,2026-03-19
evt_00204,Circus_Family_Circus_Madrid_4,Family,Circus,Family_Circus,Madrid,madrid_distrito_club,Distrito_Club,8.0,33.0,2026-04-20
evt_00205,Circus_Family_Circus_Madrid_5,Family,Circus,Family_Circus,Madrid,madrid_river_stage,River_Stage,28.0,44.0,2026-05-16
evt_00206,Circus_Family_Circus_Madrid_6,Family,Circus,Family_Circus,Madrid,madrid_distrito_club,Distrito_Club,26.0,48.0,2026-06-22
evt_00207,Circus_Family_Circus_Madrid_7,Family,Circus,Family_Circus,Madrid,madrid_river_stage,River_Stage,31.0,47.0,2026-07-18
evt_00208,Circus_Family_Circus_Madrid_8,Family,Circus,Family_Circus,Madrid,madrid_distrito_club,Distrito_Club,33.0,53.0,2026-08-20
evt_00209,Exhibition_Science_Madrid_1,Family,Exhibition,Science,Madrid,madrid_river_stage,River_Stage,16.0,34.0,2026-01-12
evt_00210,Exhibition_Science_Madrid_2,Family,Exhibition,Science,Madrid,madrid_distrito_club,Distrito_Club,8.0,26.0,2026-02-14
evt_00211,Exhibition_Science_Madrid_3,Family,Exhibition,Science,Madrid,madrid_river_stage,River_Stage,30.0,42.0,2026-03-13
evt_00212,Exhibition_Science_Madrid_4,Family,Exhibition,Science,Madrid,madrid_distrito_club,Distrito_Club,16.0,52.0,2026-04-12
evt_00213,Exhibition_Science_Madrid_5,Family,Exhibition,Science,Madrid,madrid_river_stage,River_Stage,8.0,31.0,2026-05-21
evt_00214,Exhibition_Science_Madrid_6,Family,Exhibition,Science,Madrid,madrid_distrito_club,Distrito_Club,22.0,48.0,2026-06-21
evt_00215,Exhibition_Science_Madrid_7,Family,Exhibition,Science,Madrid,madrid_river_stage,River_Stage,12.0,28.0,2026-07-17
evt_00216,Exhibition_Science_Madrid_8,Family,Exhibition,Science,Madrid,madrid_distrito_club,Distrito_Club,14.0,40.0,2026-08-20
evt_00217,Exhibition_Immersive_Madrid_1,Family,Exhibition,Immersive,Madrid,madrid_river_stage,River_Stage,8.0,30.0,2026-01-10
evt_00218,Exhibition_Immersive_Madrid_2,Family,Exhibition,Immersive,Madrid,madrid_distrito_club,Distrito_Club,23.0,43.0,2026-02-13
evt_00219,Exhibition_Immersive_Madrid_3,Family,Exhibition,Immersive,Madrid,madrid_river_stage,River_Stage,20.0,38.0,2026-03-13
evt_00220,Exhibition_Immersive_Madrid_4,Family,Exhibition,Immersive,Madrid,madrid_distrito_club,Distrito_Club,12.0,28.0,2026-04-16
evt_00221,Exhibition_Immersive_Madrid_5,Family,Exhibition,Immersive,Madrid,madrid_river_stage,River_Stage,22.0,46.0,2026-05-18
evt_00222,Exhibition_Immersive_Madrid_6,Family,Exhibition,Immersive,Madrid,madrid_distrito_club,Distrito_Club,14.0,32.0,2026-06-16
evt_00223,Exhibition_Immersive_Madrid_7,Family,Exhibition,Immersive,Madrid,madrid_river_stage,River_Stage,8.0,19.0,2026-07-19
evt_00224,Exhibition_Immersive_Madrid_8,Family,Exhibition,Immersive,Madrid,madrid_distrito_club,Distrito_Club,8.0,28.0,2026-08-26
evt_00225,Rock_Indie_Rock_Barcelona_1,Music,Rock,Indie_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,36.0,50.0,2026-01-10
evt_00226,Rock_Indie_Rock_Barcelona_2,Music,Rock,Indie_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,37.0,49.0,2026-02-13
evt_00227,Rock_Indie_Rock_Barcelona_3,Music,Rock,Indie_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,30.0,58.0,2026-03-12
evt_00228,Rock_Indie_Rock_Barcelona_4,Music,Rock,Indie_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,36.0,70.0,2026-04-18
evt_00229,Rock_Indie_Rock_Barcelona_5,Music,Rock,Indie_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,44.0,72.0,2026-05-19
evt_00230,Rock_Indie_Rock_Barcelona_6,Music,Rock,Indie_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,32.0,58.0,2026-06-16
evt_00231,Rock_Indie_Rock_Barcelona_7,Music,Rock,Indie_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,32.0,64.0,2026-07-23
evt_00232,Rock_Indie_Rock_Barcelona_8,Music,Rock,Indie_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,44.0,70.0,2026-08-25
evt_00233,Rock_Alternative_Rock_Barcelona_1,Music,Rock,Alternative_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,22.0,54.0,2026-01-10
evt_00234,Rock_Alternative_Rock_Barcelona_2,Music,Rock,Alternative_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,38.0,70.0,2026-02-10
evt_00235,Rock_Alternative_Rock_Barcelona_3,Music,Rock,Alternative_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,43.0,67.0,2026-03-19
evt_00236,Rock_Alternative_Rock_Barcelona_4,Music,Rock,Alternative_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,30.0,66.0,2026-04-16
evt_00237,Rock_Alternative_Rock_Barcelona_5,Music,Rock,Alternative_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,42.0,70.0,2026-05-21
evt_00238,Rock_Alternative_Rock_Barcelona_6,Music,Rock,Alternative_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,43.0,55.0,2026-06-21
evt_00239,Rock_Alternative_Rock_Barcelona_7,Music,Rock,Alternative_Rock,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,47.0,69.0,2026-07-20
evt_00240,Rock_Alternative_Rock_Barcelona_8,Music,Rock,Alternative_Rock,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,38.0,68.0,2026-08-26
evt_00241,Pop_Mainstream_Pop_Barcelona_1,Music,Pop,Mainstream_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,33.0,65.0,2026-01-10
evt_00242,Pop_Mainstream_Pop_Barcelona_2,Music,Pop,Mainstream_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,52.0,64.0,2026-02-12
evt_00243,Pop_Mainstream_Pop_Barcelona_3,Music,Pop,Mainstream_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,50.0,62.0,2026-03-17
evt_00244,Pop_Mainstream_Pop_Barcelona_4,Music,Pop,Mainstream_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,55.0,67.0,2026-04-12
evt_00245,Pop_Mainstream_Pop_Barcelona_5,Music,Pop,Mainstream_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,53.0,83.0,2026-05-16
evt_00246,Pop_Mainstream_Pop_Barcelona_6,Music,Pop,Mainstream_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,57.0,69.0,2026-06-18
evt_00247,Pop_Mainstream_Pop_Barcelona_7,Music,Pop,Mainstream_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,43.0,61.0,2026-07-23
evt_00248,Pop_Mainstream_Pop_Barcelona_8,Music,Pop,Mainstream_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,45.0,79.0,2026-08-26
evt_00249,Pop_Latin_Pop_Barcelona_1,Music,Pop,Latin_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,29.0,61.0,2026-01-14
evt_00250,Pop_Latin_Pop_Barcelona_2,Music,Pop,Latin_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,57.0,79.0,2026-02-13
evt_00251,Pop_Latin_Pop_Barcelona_3,Music,Pop,Latin_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,43.0,73.0,2026-03-14
evt_00252,Pop_Latin_Pop_Barcelona_4,Music,Pop,Latin_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,41.0,75.0,2026-04-14
evt_00253,Pop_Latin_Pop_Barcelona_5,Music,Pop,Latin_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,39.0,53.0,2026-05-17
evt_00254,Pop_Latin_Pop_Barcelona_6,Music,Pop,Latin_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,56.0,82.0,2026-06-20
evt_00255,Pop_Latin_Pop_Barcelona_7,Music,Pop,Latin_Pop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,60.0,74.0,2026-07-24
evt_00256,Pop_Latin_Pop_Barcelona_8,Music,Pop,Latin_Pop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,53.0,85.0,2026-08-18
evt_00257,Electronic_House_Barcelona_1,Music,Electronic,House,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,52.0,86.0,2026-01-11
evt_00258,Electronic_House_Barcelona_2,Music,Electronic,House,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,54.0,86.0,2026-02-07
evt_00259,Electronic_House_Barcelona_3,Music,Electronic,House,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,44.0,68.0,2026-03-19
evt_00260,Electronic_House_Barcelona_4,Music,Electronic,House,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,50.0,76.0,2026-04-19
evt_00261,Electronic_House_Barcelona_5,Music,Electronic,House,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,60.0,74.0,2026-05-14
evt_00262,Electronic_House_Barcelona_6,Music,Electronic,House,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,57.0,87.0,2026-06-19
evt_00263,Electronic_House_Barcelona_7,Music,Electronic,House,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,41.0,71.0,2026-07-22
evt_00264,Electronic_House_Barcelona_8,Music,Electronic,House,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,65.0,85.0,2026-08-19
evt_00265,Electronic_Techno_Barcelona_1,Music,Electronic,Techno,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,54.0,78.0,2026-01-14
evt_00266,Electronic_Techno_Barcelona_2,Music,Electronic,Techno,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,61.0,89.0,2026-02-09
evt_00267,Electronic_Techno_Barcelona_3,Music,Electronic,Techno,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,61.0,85.0,2026-03-11
evt_00268,Electronic_Techno_Barcelona_4,Music,Electronic,Techno,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,47.0,65.0,2026-04-12
evt_00269,Electronic_Techno_Barcelona_5,Music,Electronic,Techno,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,44.0,74.0,2026-05-21
evt_00270,Electronic_Techno_Barcelona_6,Music,Electronic,Techno,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,49.0,67.0,2026-06-20
evt_00271,Electronic_Techno_Barcelona_7,Music,Electronic,Techno,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,58.0,90.0,2026-07-22
evt_00272,Electronic_Techno_Barcelona_8,Music,Electronic,Techno,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,67.0,79.0,2026-08-25
evt_00273,Urban_Trap_Barcelona_1,Music,Urban,Trap,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,42.0,78.0,2026-01-10
evt_00274,Urban_Trap_Barcelona_2,Music,Urban,Trap,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,55.0,71.0,2026-02-15
evt_00275,Urban_Trap_Barcelona_3,Music,Urban,Trap,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,26.0,56.0,2026-03-11
evt_00276,Urban_Trap_Barcelona_4,Music,Urban,Trap,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,39.0,73.0,2026-04-12
evt_00277,Urban_Trap_Barcelona_5,Music,Urban,Trap,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,52.0,70.0,2026-05-19
evt_00278,Urban_Trap_Barcelona_6,Music,Urban,Trap,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,24.0,60.0,2026-06-18
evt_00279,Urban_Trap_Barcelona_7,Music,Urban,Trap,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,53.0,71.0,2026-07-19
evt_00280,Urban_Trap_Barcelona_8,Music,Urban,Trap,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,49.0,75.0,2026-08-20
evt_00281,Urban_Hip_Hop_Barcelona_1,Music,Urban,Hip_Hop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,29.0,57.0,2026-01-10
evt_00282,Urban_Hip_Hop_Barcelona_2,Music,Urban,Hip_Hop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,55.0,67.0,2026-02-10
evt_00283,Urban_Hip_Hop_Barcelona_3,Music,Urban,Hip_Hop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,42.0,78.0,2026-03-11
evt_00284,Urban_Hip_Hop_Barcelona_4,Music,Urban,Hip_Hop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,32.0,54.0,2026-04-18
evt_00285,Urban_Hip_Hop_Barcelona_5,Music,Urban,Hip_Hop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,28.0,58.0,2026-05-14
evt_00286,Urban_Hip_Hop_Barcelona_6,Music,Urban,Hip_Hop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,44.0,80.0,2026-06-17
evt_00287,Urban_Hip_Hop_Barcelona_7,Music,Urban,Hip_Hop,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,27.0,57.0,2026-07-21
evt_00288,Urban_Hip_Hop_Barcelona_8,Music,Urban,Hip_Hop,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,37.0,57.0,2026-08-25
evt_00289,Football_La_Liga_Barcelona_1,Sports,Football,La_Liga,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,79.0,115.0,2026-01-13
evt_00290,Football_La_Liga_Barcelona_2,Sports,Football,La_Liga,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,70.0,106.0,2026-02-07
evt_00291,Football_La_Liga_Barcelona_3,Sports,Football,La_Liga,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,94.0,126.0,2026-03-16
evt_00292,Football_La_Liga_Barcelona_4,Sports,Football,La_Liga,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,96.0,124.0,2026-04-18
evt_00293,Football_La_Liga_Barcelona_5,Sports,Football,La_Liga,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,95.0,117.0,2026-05-14
evt_00294,Football_La_Liga_Barcelona_6,Sports,Football,La_Liga,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,93.0,121.0,2026-06-19
evt_00295,Football_La_Liga_Barcelona_7,Sports,Football,La_Liga,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,90.0,108.0,2026-07-18
evt_00296,Football_La_Liga_Barcelona_8,Sports,Football,La_Liga,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,78.0,102.0,2026-08-24
evt_00297,Football_International_Friendly_Barcelona_1,Sports,Football,International_Friendly,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,83.0,117.0,2026-01-12
evt_00298,Football_International_Friendly_Barcelona_2,Sports,Football,International_Friendly,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,94.0,106.0,2026-02-12
evt_00299,Football_International_Friendly_Barcelona_3,Sports,Football,International_Friendly,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,70.0,104.0,2026-03-17
evt_00300,Football_International_Friendly_Barcelona_4,Sports,Football,International_Friendly,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,99.0,121.0,2026-04-19
evt_00301,Football_International_Friendly_Barcelona_5,Sports,Football,International_Friendly,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,83.0,111.0,2026-05-17
evt_00302,Football_International_Friendly_Barcelona_6,Sports,Football,International_Friendly,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,91.0,113.0,2026-06-17
evt_00303,Football_International_Friendly_Barcelona_7,Sports,Football,International_Friendly,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,79.0,109.0,2026-07-23
evt_00304,Football_International_Friendly_Barcelona_8,Sports,Football,International_Friendly,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,88.0,114.0,2026-08-21
evt_00305,Basketball_ACB_Barcelona_1,Sports,Basketball,ACB,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,62.0,90.0,2026-01-10
evt_00306,Basketball_ACB_Barcelona_2,Sports,Basketball,ACB,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,77.0,89.0,2026-02-14
evt_00307,Basketball_ACB_Barcelona_3,Sports,Basketball,ACB,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,79.0,101.0,2026-03-19
evt_00308,Basketball_ACB_Barcelona_4,Sports,Basketball,ACB,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,63.0,83.0,2026-04-13
evt_00309,Basketball_ACB_Barcelona_5,Sports,Basketball,ACB,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,83.0,97.0,2026-05-19
evt_00310,Basketball_ACB_Barcelona_6,Sports,Basketball,ACB,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,66.0,102.0,2026-06-22
evt_00311,Basketball_ACB_Barcelona_7,Sports,Basketball,ACB,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,61.0,77.0,2026-07-22
evt_00312,Basketball_ACB_Barcelona_8,Sports,Basketball,ACB,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,58.0,78.0,2026-08-20
evt_00313,Basketball_EuroLeague_Barcelona_1,Sports,Basketball,EuroLeague,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,69.0,97.0,2026-01-10
evt_00314,Basketball_EuroLeague_Barcelona_2,Sports,Basketball,EuroLeague,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,82.0,98.0,2026-02-13
evt_00315,Basketball_EuroLeague_Barcelona_3,Sports,Basketball,EuroLeague,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,54.0,78.0,2026-03-15
evt_00316,Basketball_EuroLeague_Barcelona_4,Sports,Basketball,EuroLeague,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,79.0,101.0,2026-04-14
evt_00317,Basketball_EuroLeague_Barcelona_5,Sports,Basketball,EuroLeague,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,59.0,89.0,2026-05-22
evt_00318,Basketball_EuroLeague_Barcelona_6,Sports,Basketball,EuroLeague,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,52.0,84.0,2026-06-19
evt_00319,Basketball_EuroLeague_Barcelona_7,Sports,Basketball,EuroLeague,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,70.0,100.0,2026-07-22
evt_00320,Basketball_EuroLeague_Barcelona_8,Sports,Basketball,EuroLeague,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,57.0,77.0,2026-08-19
evt_00321,Tennis_ATP_Barcelona_1,Sports,Tennis,ATP,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,75.0,105.0,2026-01-10
evt_00322,Tennis_ATP_Barcelona_2,Sports,Tennis,ATP,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,77.0,103.0,2026-02-13
evt_00323,Tennis_ATP_Barcelona_3,Sports,Tennis,ATP,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,84.0,102.0,2026-03-19
evt_00324,Tennis_ATP_Barcelona_4,Sports,Tennis,ATP,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,88.0,102.0,2026-04-19
evt_00325,Tennis_ATP_Barcelona_5,Sports,Tennis,ATP,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,88.0,100.0,2026-05-14
evt_00326,Tennis_ATP_Barcelona_6,Sports,Tennis,ATP,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,70.0,94.0,2026-06-19
evt_00327,Tennis_ATP_Barcelona_7,Sports,Tennis,ATP,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,70.0,102.0,2026-07-23
evt_00328,Tennis_ATP_Barcelona_8,Sports,Tennis,ATP,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,72.0,102.0,2026-08-23
evt_00329,Tennis_Exhibition_Barcelona_1,Sports,Tennis,Exhibition,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,82.0,102.0,2026-01-12
evt_00330,Tennis_Exhibition_Barcelona_2,Sports,Tennis,Exhibition,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,80.0,96.0,2026-02-11
evt_00331,Tennis_Exhibition_Barcelona_3,Sports,Tennis,Exhibition,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,86.0,100.0,2026-03-18
evt_00332,Tennis_Exhibition_Barcelona_4,Sports,Tennis,Exhibition,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,86.0,110.0,2026-04-15
evt_00333,Tennis_Exhibition_Barcelona_5,Sports,Tennis,Exhibition,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,66.0,86.0,2026-05-15
evt_00334,Tennis_Exhibition_Barcelona_6,Sports,Tennis,Exhibition,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,68.0,98.0,2026-06-20
evt_00335,Tennis_Exhibition_Barcelona_7,Sports,Tennis,Exhibition,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,68.0,88.0,2026-07-18
evt_00336,Tennis_Exhibition_Barcelona_8,Sports,Tennis,Exhibition,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,76.0,104.0,2026-08-21
evt_00337,Theatre_Drama_Barcelona_1,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,31.0,43.0,2026-01-14
evt_00338,Theatre_Drama_Barcelona_2,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,23.0,49.0,2026-02-11
evt_00339,Theatre_Drama_Barcelona_3,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,23.0,55.0,2026-03-19
evt_00340,Theatre_Drama_Barcelona_4,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,44.0,62.0,2026-04-18
evt_00341,Theatre_Drama_Barcelona_5,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,29.0,47.0,2026-05-17
evt_00342,Theatre_Drama_Barcelona_6,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,24.0,36.0,2026-06-22
evt_00343,Theatre_Drama_Barcelona_7,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,16.0,42.0,2026-07-18
evt_00344,Theatre_Drama_Barcelona_8,Arts_Theatre,Theatre,Drama,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,43.0,61.0,2026-08-23
evt_00345,Theatre_Contemporary_Barcelona_1,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,30.0,46.0,2026-01-11
evt_00346,Theatre_Contemporary_Barcelona_2,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,31.0,67.0,2026-02-08
evt_00347,Theatre_Contemporary_Barcelona_3,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,27.0,39.0,2026-03-12
evt_00348,Theatre_Contemporary_Barcelona_4,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,42.0,64.0,2026-04-15
evt_00349,Theatre_Contemporary_Barcelona_5,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,40.0,54.0,2026-05-15
evt_00350,Theatre_Contemporary_Barcelona_6,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,20.0,38.0,2026-06-18
evt_00351,Theatre_Contemporary_Barcelona_7,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,35.0,71.0,2026-07-21
evt_00352,Theatre_Contemporary_Barcelona_8,Arts_Theatre,Theatre,Contemporary,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,40.0,64.0,2026-08-26
evt_00353,Musical_Broadway_Barcelona_1,Arts_Theatre,Musical,Broadway,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,53.0,83.0,2026-01-10
evt_00354,Musical_Broadway_Barcelona_2,Arts_Theatre,Musical,Broadway,Barcelona,barcelona_diagonal_arena,Diagonal_Arena,57.0,85.0,2026-02-11
evt_00355,Musical_Broadway_Barcelona_3,Arts_Theatre,Musical,Broadway,Barcelona,barcelona_montjuic_hall,Montjuic_Hall,59.0,73.0,2026-03-18
